kod-av,rozmiar,producent,ean,seria,styl,typ lampy,materiał,kolor ,źródło światła,model żarówki,moc źródła światła ,oprawa żarówki,barwa światła,ilość źródeł światła,napięcie robocze / sieciowe,średnica abażuru,szerokość całkowita,wysokość całkowita,możliwość ściemniania,ściemniacz,stopień ochrony,klasa ochrony,klasa efektywności energetycznej,strumień świetlny,żarówka w komplecie,cct,regulowana wysokość zawieszenia,wysokość abażuru,wysokość opakowania,szerokość opakowania ,szerokość,wysokość,waga brutto,średnica całkowita,ceny promocyjne,odległość od ściany,wysokość (cm),wysokość zawieszenia,dlugosc opakowania ,kształt podsufitki,szerokość abażuru,długość opakowania,średnica ,alt - ikona produktu,alt - zdjęcia w galerii produktu,podsufitka,grubość abażuru,model,szerokość (cm),kierunek padania światła,kierunek wycięcia,rozmiar rozety,waga gabarytowa eu,średnica podsufitki,wysokość podsufitki,średnica podstawy,długość przewodu ,sposób podłączenia,wysokość minimalna,waga gabarytowa pl,kolor żarówki,żywotność ,waga,kąt wiązki światła,czas rozświetlenia produktu,warunki pracy żarówki,promieniowanie uv,drganie światła,średnica rozety ,kompatybilna z typem ściemniacza,kod_producenta,głębokość (cm),wysokość siedziska (cm),wysokość podłokietników (cm),wymiary,materiał klosza,materiał dodatkowy,szerokość [cm],wysokość [cm],głębokość [cm],typ źródła światła,moc maksymalna,strumień świetlny [lumen],barwa światła [kelvin],średnica klosza [cm],kolor klosza,długość przewodu [cm],materiał przewodu,regulacja wysokości,wysokość minimalna [cm],stopień ochrony ip,materiał podsufitki,szerokość podsufitki [cm],długość podsufitki [cm],produkt złożony,średnica podsufitki [cm],wysokość podsufitki [cm],kolor podsufitki,średnica [cm],kolor uzupełniający,wysokość klosza [cm],szerokość klosza [cm],dostępność kolorystyczna,cechy,zmiana temperatury barwowej,wysokość podstawy,długość produktu (cm),szerokość produktu (cm),wysokość produktu (cm),długość paczki (cm),szerokość paczki (cm),wysokość paczki (cm),odległość od ściany [cm],szerokość podstawy [cm],przeznaczenie/ zastosowanie,wymiary abażuru,materiał siedziska,wysokość siedzenia,głębokość całkowita,materiał nóg,podłokietniki,sztaplowane,przeznaczenie,maksymalne obciążenie,do samodzielnego montażu
LA101/P2_gold,uniwersalny,ALTAVOLA DESIGN,5902249033151,,,lampa wisząca,aluminium+akryl,transparentny,LED - zintegrowany,,30W,,delikatnie ciepła,1,230V / 230V,50 cm,,150 cm,nie,nie zawiera,,II,A,1800 lm,,3000K,tak,,55 cm,55 cm,,,,,,,,,20 cm,,,,,fresh design,home details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA101/P2_chrom,uniwersalny,ALTAVOLA DESIGN,5902249034004,,,lampa wisząca,aluminium+akryl,chrom,LED - zintegrowany,,30W,,delikatnie ciepła,1,230V / 230V,50 cm,,150 cm,nie,nie zawiera,,II,A,1800 lm,,3000K,tak,,55 cm,55 cm,,,,,,,,,20 cm,,,,,fresh design,home details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA101/CE1_chrom,uniwersalny,ALTAVOLA DESIGN,5902249036220,,,plafon,aluminium+akryl,transparentny,LED - zintegrowany,,30W,,delikatnie ciepła,1,230V / 230V,47 cm,,"15,5 cm",nie,nie zawiera,,II,A,1800 lm,,3000K,nie,,55 cm,55 cm,,,,,,,,,20 cm,,,,,fresh design,home details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA101/CE1_gold,uniwersalny,ALTAVOLA DESIGN,5902249035889,,,plafon,aluminium+akryl,transparentny,LED - zintegrowany,,30W,,delikatnie ciepła,1,230V / 230V,47 cm,,"15,5 cm",nie,nie zawiera,,II,A,1800 lm,,3000K,nie,,55 cm,55 cm,,,,,,,,,20 cm,,,,,fresh design,home details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA101/CE2_gold,uniwersalny,ALTAVOLA DESIGN,5902249035865,,,plafon,aluminium+akryl,transparentny,LED - zintegrowany,,30W,,delikatnie ciepła,1,230V / 230V,50 cm,,20 cm,nie,nie zawiera,,II,A,1800 lm,,3000K,nie,,55 cm,20 cm ,,,,,,,,,55 cm,,,,,fresh design,home details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA101/CE2_chrom,uniwersalny,ALTAVOLA DESIGN,5902249035858,,,plafon,aluminium+akryl,chrom,LED - zintegrowany,,30W,,delikatnie ciepła,1,230V / 230V,50 cm,,20 cm,nie,nie zawiera,,II,A,1800 lm,,3000K,nie,,55 cm,55 cm,,,,,,,,,20 cm,,,,,fresh design,home details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA103/P,uniwersalny,ALTAVOLA DESIGN,5902249035841,Cortina,,lampa wisząca,aluminium+akryl,chrom,LED - zintegrowany,,10W,,delikatnie ciepła,1,230V / 230V,,,150 cm,nie,nie zawiera,,II,A,600 lm,,3000K,tak,58 cm,,,,,,,,,,,25 cm,,40 cm,,,fresh design,home details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA103/P_88,uniwersalny,ALTAVOLA DESIGN,5902249035827,Cortina,,lampa wisząca,aluminium+akryl,chrom,LED - zintegrowany,,15W,,delikatnie ciepła,1,230V / 230V,,,150 cm,nie,nie zawiera,,II,A,900 lm,,3000K,tak,25 cm,,,,,,,,,,,25 cm,,88 cm,,,fresh design,home details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA103/P_138,uniwersalny,ALTAVOLA DESIGN,5902249035810,Cortina,,lampa wisząca,aluminium+akryl,chrom,LED - zintegrowany,,26W,,delikatnie ciepła,1,230V / 230V,,,150 cm,nie,nie zawiera,,II,A,1560 lm,,3000K,tak,30 cm,,,,,,,,,,,25 cm,,138 cm,,,fresh design,home details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA104/P,uniwersalny,ALTAVOLA DESIGN,5902249039368,Vitrum,,lampa wisząca,metal + akryl,transparentny,LED - zintegrowany,,7W,,delikatnie ciepła,1,230V / 230V,,,,nie,,IP 20,II,A,420 lm,,3000K,,,32 cm,27 cm,,150 cm,,,,,,,14 cm,,,,20 cm,lampa do hotelu,ledowy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA104/T,uniwersalny,ALTAVOLA DESIGN,5902249039375,Vitrum,,lampa wisząca,metal + akryl,transparentny,LED - zintegrowany,,"1x7,2W",,delikatnie ciepła,1,230V / 230V,,,,nie,,IP 20,II,A,430 lm,,3000K,,,33 cm,25 cm,,32 cm,,,,,,,26 cm,,,,20 cm,lampa do hotelu,ledowy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA062/CL3_black,uniwersalny,ALTAVOLA DESIGN,5902249039382,Lunette,,lampa wisząca,metal,czarny matowy,LED,,6*3W,,delikatnie ciepła,6,230V / 230V,"5,5 cm",80 cm ,150 cm,nie,,IP 20,II,A,1080 lm,tak,3000K,tak,28 cm,70 cm ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA062/T_black,uniwersalny,ALTAVOLA DESIGN,5902249039399,Lunette,,lampa stołowa,metal,czarny matowy,LED,,2x3W,,delikatnie ciepła,2,230V / 230V,"5,5 cm",29 cm,64 cm,nie,,,II,A,360 lm,tak,3000K,,,,,,,,,,,,,,,25 cm,,,,,,,,,,,,,,,18 cm,174 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 cm,,,,,,,,,,,,,,,,,,,
LA062/W_black,uniwersalny,ALTAVOLA DESIGN,5902249039405,Lunette,,kinkiet,metal,czarny matowy,LED,,2x3W,,delikatnie ciepła,2,230V / 230V,,24 cm,28 cm,nie,,IP 20,II,A,360 lm,tak,3000K,nie,,30 cm ,30 cm,,,,,,,,,18 cm ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA059/CO3_black,uniwersalny,ALTAVOLA DESIGN,5902249039412,Tiffany,,lampa wisząca,metal,czarny matowy,LED,,3x3W,,delikatnie ciepła,3,230V / 230V,,,120 cm,nie,,IP 20,II,A+,540 lm,tak,3000K,tak,,48 cm,49 cm,,,,35 cm,,,,,20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA059/CL2_black,uniwersalny,ALTAVOLA DESIGN,5902249039429,Tiffany,,lampa wisząca,metal,czarny matowy,LED,,4x3W,,delikatnie ciepła,4,230V / 230V,,91 cm,150 cm,nie,,IP 20,II,A+,720 lm,tak,3000K,tak,12 cm,30 cm ,,,,,,,,,,11 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA059/CL4_black,uniwersalny,ALTAVOLA DESIGN,5902249039436,Tiffany,,lampa wisząca,metal,czarny matowy,LED,,6x3W,,delikatnie ciepła,6,230V / 230V,,137 cm,150 cm,nie,,IP 20,II,A+,1080 lm,tak,3000K,tak,,45 cm,90 cm,,,,,,,,,11 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA109/CW_36,uniwersalny,ALTAVOLA DESIGN,5902249039443,Led shape,,plafon,aluminium,Biały,LED - zintegrowany,,28W,,delikatnie ciepła,1,230V / 230V,,,,nie,nie zawiera,,II,A,1680 lm,,3000K,nie,"4,5 cm",42 cm ,,,,,,,,,,13 cm ,,,,36 cm,fresh design,home details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA109/CW_46,5",uniwersalny,ALTAVOLA DESIGN,5902249039450,Led shape,,plafon,aluminium,Biały,LED - zintegrowany,,36W,,delikatnie ciepła,1,230V / 230V,,,,nie,nie zawiera,,II,A,2160 lm,,3000K,nie,"4,5 cm",53 cm ,,,,,,,,,,13 cm ,,,,"46,5 cm",fresh design,home details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA109/P,uniwersalny,ALTAVOLA DESIGN,5902249039467,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,36W,,delikatnie ciepła,1,230V / 230V,,,130 cm,nie,nie zawiera,,II,A,2160 lm,,3000K,tak,"4,5 cm",,,,,,,30%,,,,,,,,"46,5 cm",fresh design,home details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA104/CL3,uniwersalny,ALTAVOLA DESIGN,5902249039474,Vitrum,,lampa wisząca,metal + akryl,transparentny,LED - zintegrowany,,3x7W,,delikatnie ciepła,1,230V / 230V,,80 cm ,,nie,,IP 20,II,A,1260 lm,,3000K,,,27 cm ,70 cm ,,150 cm,,,,,,,10 cm ,,,,,lampa do hotelu,ledowy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_40_in_3k_gold,uniwersalny,ALTAVOLA DESIGN,5902249039481,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,SMD2835,15W,,delikatnie ciepła,1,230V / 230V,40 cm,,120 cm,nie,,IP 44,II,B,900 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_80_in_3k_gold_dimm,uniwersalny,ALTAVOLA DESIGN,5904139910139,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,SMD2835,30W,,delikatnie ciepła,1,230V / 230V,80 cm,,120 cm,tak,,IP 44,II,B,1800 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,Triak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA070/CE_600_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249037593,Vogue Led,,plafon,aluminium,czarny matowy,LED - zintegrowany,,27W,,delikatnie ciepła,1,230V / 230V,,,,nie,nie zawiera,IP 40,II,A,1620 lm,,3000K,nie,10 cm,,,,,,,,,,,,,,,60 cm,fresh design,home details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nie,,,,,,,,,,,,,,,,,,,,
LA073/X_40_in_3k_white,uniwersalny,ALTAVOLA DESIGN,5902249033175,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,15W,,delikatnie ciepła,1,230V / 230V,40 cm,,160 cm,nie,,IP 44,II,A,900 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/X_40_in_4k_white,uniwersalny,ALTAVOLA DESIGN,5902249030105,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,15W,,barwa dzienna,1,230V / 230V,40 cm,,160 cm,nie,,IP 44,II,A,1000 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/X_60_in_3k_white,uniwersalny,ALTAVOLA DESIGN,5902249039498,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,23W,,delikatnie ciepła,1,230V / 230V,60 cm,,180 cm,nie,,IP 44,II,A,1380 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA089/W_55_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249039528,Linea,,kinkiet,aluminium,Czarny,LED - zintegrowany,,10W,,delikatnie ciepła,1,230V / 230V,,,,nie,,IP 44,II,A,600 lm,,3000K,,"1,8 cm",,,,,,,30%,,,,,,55 cm,,,ledowa lampa,led inspiration ,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA072/P_4k_white,uniwersalny,ALTAVOLA DESIGN,5902249039573,VOUGE LED,,lampa wisząca,aluminium,biały matowy,LED - zintegrowany,,21W,,delikatnie ciepła,3,230V / 230V,80 cm,,120 cm,nie,,IP 40,II,A,7250 lm,,4000K,tak,6 cm,12 cm,87 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nie,,,,,,,,,,,,,,,,,,,,
LA084/CO4_100_in_3k_white_dimm,uniwersalny,ALTAVOLA DESIGN,5902249039764,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,106W,,barwa dzienna,4,230V / 230V,100 cm,,200 cm,tak,,IP 44,II,A,6360 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,czarny ring,,,,,,,,,32 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA084/CO4_100_in_3k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5902249039740,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,106W,,delikatnie ciepła,4,230V / 230V,100 cm,,200 cm,tak,,IP 44,II,A,6360 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,czarny ring,,,,,,,,,32 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA076/P_90_in_3k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5904139912546,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,130W,,delikatnie ciepła,6,230V / 230V,,90 cm,200 cm,tak,,IP 44,II,A,7800 lm,,3000K,tak,,,,,,,,,,,,,,,,,piękna lampa,6 okręgów ,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA087/PX143_40_3k_white_dimm,uniwersalny,ALTAVOLA DESIGN,5904139913468,Linea,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,32W,,delikatnie ciepła,2,230V Dimmable,40 cm,143 cm,160 cm,tak,,IP 44,II,A,1920 lm,,3000K,tak,,,,,,,,,,,,,,,,,ledowe okręgi,czarny ring,,,,,,,,,,,,,,,,,,,,,,,,,Triak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/X_100_in_3k_black,uniwersalny,ALTAVOLA DESIGN,5904139910054,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,38W,,delikatnie ciepła,1,230V / 230V,100 cm,,220 cm,nie,,IP 44,II,A,2280 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_60_in_3k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5904139910078,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,23W,,delikatnie ciepła,1,230V / 230V,60 cm,,120 cm,tak,,IP 44,II,B,1380 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,czarna lampa,home light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA110/P_40_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249039597,Aurora,,lampa wisząca,aluminium,czarny matowy,LED - zintegrowany,,43W,,delikatnie ciepła,2,230V / 230V,40 cm,,120 cm,nie,,IP 20,II,B,2580 lm,,3000K,tak,,,,,,,,10%,,,,,,,,,ledowa,lampa led,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA110/P_50_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249039603,Aurora,,lampa wisząca,aluminium,czarny matowy,LED - zintegrowany,,49W,,delikatnie ciepła,2,230V / 230V,30 cm,,120 cm,nie,,IP 20,II,B,2940 lm,,3000K,tak,,,,,,,,10%,,,,,,,,,ledowa,lampa led,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA111/P_50_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249039610,Aurora,,lampa wisząca,aluminium,czarny matowy,LED - zintegrowany,,63W,,delikatnie ciepła,3,230V / 230V,50 cm,,120 cm,nie,,IP 20,II,B,4440 lm,,3000K,tak,,,,,,,,10%,,,,,,,,,ledowa,lampa led,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA112/P_50_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249039627,Aurora,,lampa wisząca,aluminium,czarny matowy,LED - zintegrowany,,85W,,delikatnie ciepła,4,230V / 230V,30 cm,,120 cm,nie,,IP 20,II,B,5100 lm,,3000K,tak,,,,,,,,25%,,,,,,,,,ledowa,lampa led,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_150_in_4k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5902249039641,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,57W,,barwa dzienna,1,230V / 230V,150 cm,,150 cm,tak,,IP 44,II,B,3900 lm,,4000K,tak,"1,8 cm",8 cm,,,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_120_in_4k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5902249039658,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,45W,,barwa dzienna,1,230V / 230V,120 cm,,120 cm,tak,,IP 44,II,B,3100 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,legowy okrąg,czarny ring,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/X_100_in_3k_gold,uniwersalny,ALTAVOLA DESIGN,5904139912959,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,SMD2835,38W,,delikatnie ciepła,1,230V / 230V,100 cm,,220 cm,nie,,IP 44,II,A,2280 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/X_60_in_4k_white,uniwersalny,ALTAVOLA DESIGN,5904139912058,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,23W,,barwa dzienna,1,230V / 230V,60 cm,,180 cm,nie,,IP 44,II,A,1600 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA079/P_80_out_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249039733,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,51W,,delikatnie ciepła,1,230V / 230V,,,,nie,,IP 44,II,A,,,3000K,,"1,8 cm",8 cm,86 cm,80 cm,,,,,,,,,,,86 cm,,,,,"1,8 cm",,,na zewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA075/CO3_80_in_4k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5902249039771,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,68W,,barwa dzienna,3,230V / 230V,80 cm,,120 cm,tak,,IP 44,II,A,4700 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,czarny ring,,,,,,,,,26 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA075/CO3_80_in_3k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5902249039788,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,68W,,delikatnie ciepła,3,230V / 230V,80 cm,,120 cm,tak,,IP 44,II,A,4100 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,czarny ring,,,,,,,,,26 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA075/CO3_80_in_3k_white_dimm,uniwersalny,ALTAVOLA DESIGN,5902249039795,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,68W,,delikatnie ciepła,3,230V / 230V,80 cm,,120 cm,tak,,IP 44,II,A,4100 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,czarny ring,,,,,,,,,26 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA054/CO5_white,uniwersalny,ALTAVOLA DESIGN,5902249039894,,Modern,żyrandol,Szkło,perłowy,,BF-19,40W,E-27,,5,230V / 230V,13 cm,,150 cm,tak,nie zawiera,IP 20,II,,,nie,,tak,29 cm,,,,,,50 cm,,,,,,Okrągła,,,,najlepszy produkt,czarne lampy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA052/CO5_white_amber,uniwersalny,ALTAVOLA DESIGN,5902249039931,,Modern,żyrandol,Szkło,bursztynowy,,BF-19,40W,E-27,,5,230V / 230V,18 cm,,150 cm,tak,nie zawiera,IP 20,II,,,nie,,tak,30 cm,,,,,,50 cm,,,,,,Okrągła,,,,najlepszy produkt,czarne lampy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA052/CO5_white,uniwersalny,ALTAVOLA DESIGN,5902249039948,,Modern,żyrandol,Szkło,perłowy,,BF-19,40W,E-27,,5,230V / 230V,18 cm,,150 cm,tak,nie zawiera,IP 20,II,,,nie,,tak,30 cm,,,,,,50 cm,,,,,,Okrągła,,,,najlepszy produkt,czarne lampy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA054/CL4_white,uniwersalny,ALTAVOLA DESIGN,5902249039962,,Modern,żyrandol,Szkło,perłowy,żarówka,BF-19,40W,E-27,,4,230V / 230V,,110 cm,,tak,nie zawiera,IP 20,II,,,nie,,tak,,,,,,,,,,,130,,Podłużna,,,,czarny żyrandol,chandelier inspiration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
