kod-av,rozmiar,producent,ean,seria,styl,typ lampy,materiał,kolor ,źródło światła,model żarówki,moc źródła światła ,oprawa żarówki,barwa światła,ilość źródeł światła,napięcie robocze / sieciowe,średnica abażuru,szerokość całkowita,wysokość całkowita,możliwość ściemniania,ściemniacz,stopień ochrony,klasa ochrony,klasa efektywności energetycznej,strumień świetlny,żarówka w komplecie,cct,regulowana wysokość zawieszenia,wysokość abażuru,wysokość opakowania,szerokość opakowania ,szerokość,wysokość,waga brutto,średnica całkowita,ceny promocyjne,odległość od ściany,wysokość (cm),wysokość zawieszenia,dlugosc opakowania ,kształt podsufitki,szerokość abażuru,długość opakowania,średnica ,alt - ikona produktu,alt - zdjęcia w galerii produktu,podsufitka,grubość abażuru,model,szerokość (cm),kierunek padania światła,kierunek wycięcia,rozmiar rozety,waga gabarytowa eu,średnica podsufitki,wysokość podsufitki,średnica podstawy,długość przewodu ,sposób podłączenia,wysokość minimalna,waga gabarytowa pl,kolor żarówki,żywotność ,waga,kąt wiązki światła,czas rozświetlenia produktu,warunki pracy żarówki,promieniowanie uv,drganie światła,średnica rozety ,kompatybilna z typem ściemniacza,kod_producenta,głębokość (cm),wysokość siedziska (cm),wysokość podłokietników (cm),wymiary,materiał klosza,materiał dodatkowy,szerokość [cm],wysokość [cm],głębokość [cm],typ źródła światła,moc maksymalna,strumień świetlny [lumen],barwa światła [kelvin],średnica klosza [cm],kolor klosza,długość przewodu [cm],materiał przewodu,regulacja wysokości,wysokość minimalna [cm],stopień ochrony ip,materiał podsufitki,szerokość podsufitki [cm],długość podsufitki [cm],produkt złożony,średnica podsufitki [cm],wysokość podsufitki [cm],kolor podsufitki,średnica [cm],kolor uzupełniający,wysokość klosza [cm],szerokość klosza [cm],dostępność kolorystyczna,cechy,zmiana temperatury barwowej,wysokość podstawy,długość produktu (cm),szerokość produktu (cm),wysokość produktu (cm),długość paczki (cm),szerokość paczki (cm),wysokość paczki (cm),odległość od ściany [cm],szerokość podstawy [cm],przeznaczenie/ zastosowanie,wymiary abażuru,materiał siedziska,wysokość siedzenia,głębokość całkowita,materiał nóg,podłokietniki,sztaplowane,przeznaczenie,maksymalne obciążenie,do samodzielnego montażu
LA089/PR_120_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249036190,Linear,,lampa wisząca,aluminium,Drewno,LED - zintegrowany,,44W,,delikatnie ciepła,1,230V / 230V,,,120 cm,nie,,IP 44,II,A,2640 lm,,3000K,tak,"4,5 cm",,,,,,,,,,,,,120 cm,,,ledowa lampa,led inspiration ,,"4,5 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA089/P_120_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249036206,Linea,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,15W,,delikatnie ciepła,1,,,,120 cm,nie,,IP 44,II,A,900 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,9 cm ,,120 cm,,,ledowa lampa,led inspiration ,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA089/P_120_3k_white,uniwersalny,ALTAVOLA DESIGN,5902249036244,Linea,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,15W,,delikatnie ciepła,1,,,,120 cm,nie,,IP 44,II,A,900 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,9 cm ,,120 cm,,,ledowa lampa,led inspiration ,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA089/W_38,5_4k_black",uniwersalny,ALTAVOLA DESIGN,5902249036770,Linea,,kinkiet,aluminium,Czarny,LED - zintegrowany,,9W,,barwa dzienna,1,230V / 230V,,,,nie,,IP 44,II,A,620 lm,,4000K,,"1,8 cm",,,,,,,30%,,,,,,"38,5 cm",,,ledowa lampa,led inspiration ,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA075/P_100_in_4k_black,uniwersalny,ALTAVOLA DESIGN,5902249037692,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,130W,,barwa dzienna,3,230V / 230V,60 cm,,120 cm,nie,,IP 44,II,A,8970 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA091/P_60_up_4k_black,uniwersalny,ALTAVOLA DESIGN,5902249036305,Billions,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,36W,,barwa dzienna,1,230V / 230V,60 cm,,120 cm,nie,,IP 44,II,A,2490 lm,tak,4000K,tak,7 cm,,,,,,,,,,,,,,,,lampa led,ledowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA075/P_100_in_4k_white_dimm,uniwersalny,ALTAVOLA DESIGN,5902249036329,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,130W,,barwa dzienna,3,230V Dimmable,60 cm,,120 cm,tak,,IP 44,II,A,8970 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowe okręgi,ceiling lamp,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_80_in_4k_white_dimm,uniwersalny,ALTAVOLA DESIGN,5902249036343,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,30W,,barwa dzienna,1,230V Dimmable,80 cm,,120 cm,tak,,IP 44,II,B,2100 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,Triak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_60_in_4k_white_dimm,uniwersalny,ALTAVOLA DESIGN,5902249036350,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,23W,,barwa dzienna,1,230V Dimmable,60 cm,,120 cm,tak,,IP 44,II,B,1600 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,Triak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_40_in_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249036367,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,15W,,delikatnie ciepła,1,230V / 230V,40 cm,,120 cm,nie,,IP 44,II,B,900 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_120_in_3k_white,uniwersalny,ALTAVOLA DESIGN,5902249036374,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,45W,,delikatnie ciepła,1,230V / 230V,120 cm,,120 cm,nie,,IP 44,II,B,2700 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_120_in_4k_white_dimm,uniwersalny,ALTAVOLA DESIGN,5902249036381,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,45W,,barwa dzienna,1,230V Dimmable,120 cm,,200 cm,tak,,IP 44,II,B,3100 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,Triak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_120_in_3k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5902249036398,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,45W,,delikatnie ciepła,1,230V Dimmable,120 cm,,200 cm,tak,,IP 44,II,B,2700 lm,,3000K,tak,"1,8 cm",8 cm,,,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_100_in_4k_white_dimm,uniwersalny,ALTAVOLA DESIGN,5902249036404,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,38W,,barwa dzienna,1,230V Dimmable,100 cm,,120 cm,tak,,IP 44,II,B,2600 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,Triak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_100_in_3k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5902249036411,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,38W,,delikatnie ciepła,1,230V Dimmable,100 cm,,120 cm,tak,,IP 44,II,B,2280 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,Triak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_150_in_3k_black_dimm,uniwersalny,ALTAVOLA DESIGN,5902249036428,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,57W,,delikatnie ciepła,1,230V Dimmable,150 cm,,150 cm,tak,,IP 44,II,B,3420 lm,,3000K,tak,"1,8 cm",8 cm,,,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/X_40_in_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249036442,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,15W,,delikatnie ciepła,1,230V / 230V,40 cm,,160 cm,nie,,IP 44,II,A,900 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/X_40_in_4k_black,uniwersalny,ALTAVOLA DESIGN,5902249036459,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,15W,,barwa dzienna,1,230V / 230V,40 cm,,160 cm,nie,,IP 44,II,A,1000 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/X_60_in_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249036749,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,23W,,delikatnie ciepła,1,230V / 230V,60 cm,,180 cm,nie,,IP 44,II,A,1380 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/X_60_in_4k_black,uniwersalny,ALTAVOLA DESIGN,5902249036466,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,23W,,barwa dzienna,1,230V / 230V,60 cm,,180 cm,nie,,IP 44,II,A,1600 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/X_80_in_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249036473,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,30W,,delikatnie ciepła,1,230V / 230V,80 cm,,200 cm,nie,,IP 44,II,A,1800 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/X_80_in_4k_black,uniwersalny,ALTAVOLA DESIGN,5902249036480,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,30W,,barwa dzienna,1,230V / 230V,80 cm,,200 cm,nie,,IP 44,II,A,2100 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA091/P_60_up_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249036503,Billions,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,36W,,delikatnie ciepła,1,230V / 230V,60 cm,,120 cm,nie,,IP 44,II,A,2160 lm,tak,3000K,tak,7 cm,,,,,,,,,,,,,,,,lampa led,ledowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA091/P_80_up_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249036527,Billions,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,48W,,delikatnie ciepła,1,230V / 230V,80 cm,,120 cm,nie,,,II,A,2880 lm,tak,3000K,tak,7 cm,,,,,,,,,,,,,,,,lampa led,ledowa,,,,,do góry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA091/P_80_up_4k_black,uniwersalny,ALTAVOLA DESIGN,5902249036534,Billions,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,48W,,barwa dzienna,1,230V / 230V,80 cm,,120 cm,nie,,IP 44,II,A,3300 lm,tak,4000K,tak,7 cm,,,,,,,,,,,,,,,,lampa led,ledowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA091/P_100_up_4k_black,uniwersalny,ALTAVOLA DESIGN,5902249036541,Billions,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,60W,,barwa dzienna,1,230V / 230V,100 cm,,120 cm,nie,,IP 44,II,A,4150 lm,tak,4000K,tak,7 cm,,,,,,,,,,,,,,,,lampa led,ledowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA091/P_100_up_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249036558,Billions,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,60W,,delikatnie ciepła,1,230V / 230V,100 cm,,120 cm,nie,,,II,A,3600 lm,tak,3000K,tak,7 cm,,,,,,,,,,,,,,,,lampa led,ledowa,,,,,do góry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA090/W_25o_4k_black,uniwersalny,ALTAVOLA DESIGN,5902249036671,Led shape,,kinkiet,metal + akryl,Czarny,LED - zintegrowany,SMD2835,7W,,barwa dzienna,1,AC85-265V,,,,nie,,IP 20,II,A,560 lm,,4000K,,,,,25 cm,25 cm,,,,"0,4 cm",,,,,,,25 cm,kinkiet,lampa led,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA091/P_80_down_3k_gold,uniwersalny,ALTAVOLA DESIGN,5902249036701,Billions,,lampa wisząca,aluminium,satynowe złoto,LED - zintegrowany,,48W,,delikatnie ciepła,1,230V / 230V,80 cm,,120 cm,nie,,IP 20,II,A,2880 lm,tak,3000K,tak,"5,5 cm",,,,,,,,,,,,,,,,ledowa,lampa led,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA091/P_100_down_3k_gold,uniwersalny,ALTAVOLA DESIGN,5902249036718,Billions,,lampa wisząca,aluminium,satynowe złoto,LED - zintegrowany,,60W,,delikatnie ciepła,1,230V / 230V,100 cm,,120 cm,nie,,IP 20,II,A,3600 lm,tak,3000K,tak,"5,5 cm",,,,,,,,,,,,,,,,ledowa,lampa led,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA091/P_120_down_3k_gold,uniwersalny,ALTAVOLA DESIGN,5902249036725,Billions,,lampa wisząca,aluminium,satynowy,LED - zintegrowany,,72W,,delikatnie ciepła,1,230V / 230V,120 cm,,120 cm,nie,,IP 20,II,A,4320 lm,tak,3000K,tak,"5,5 cm",,,,,,,,,,,,,,,,ledowa,lampa led,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_80_in_4k_gold_dimm,uniwersalny,ALTAVOLA DESIGN,5902249036886,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,SMD2835,30W,,barwa dzienna,1,230V / 230V,80 cm,,120 cm,tak,,IP 44,II,B,2100 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,Triak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_100_in_4k_gold_dimm,uniwersalny,ALTAVOLA DESIGN,5902249036893,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,SMD2835,38W,,barwa dzienna,1,230V / 230V,100 cm,,120 cm,tak,,IP 44,II,B,2600 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,Triak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_80_in_4k_gold,uniwersalny,ALTAVOLA DESIGN,5902249036916,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,SMD2835,30W,,barwa dzienna,1,230V / 230V,80 cm,,120 cm,nie,,IP 44,II,B,2100 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_100_in_4k_gold,uniwersalny,ALTAVOLA DESIGN,5902249036961,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,,38W,,barwa dzienna,1,230V / 230V,100 cm,,120 cm,nie,,IP 44,II,B,2600 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,legowy okrąg,ledowa lampa ,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_100_in_4k_white,uniwersalny,ALTAVOLA DESIGN,5902249036978,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,38W,,barwa dzienna,1,230V / 230V,100 cm,,120 cm,nie,,IP 44,II,B,2600 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,legowy okrąg,czarny ring,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_100_in_3k_silver,uniwersalny,ALTAVOLA DESIGN,5902249036992,Led shape,,lampa wisząca,aluminium,srebrny,LED - zintegrowany,,38W,,delikatnie ciepła,1,230V / 230V,100 cm,,120 cm,nie,,IP 44,II,B,2280 lm,,3000K,tak,"1,8 cm",,,,,,,20%,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_120_in_4k_black,uniwersalny,ALTAVOLA DESIGN,5902249037043,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,45W,,barwa dzienna,1,230V / 230V,120 cm,,120 cm,nie,,IP 44,II,B,3100 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,legowy okrąg,czarny ring,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_120_in_3k_silver,uniwersalny,ALTAVOLA DESIGN,5902249037067,Led shape,,lampa wisząca,aluminium,srebrny,LED - zintegrowany,,45W,,delikatnie ciepła,1,230V / 230V,120 cm,,120 cm,nie,,IP 44,II,B,2700 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,legowy okrąg,ledowa lampa ,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_120_in_3k_gold,uniwersalny,ALTAVOLA DESIGN,5902249037074,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,,45W,,delikatnie ciepła,1,230V / 230V,120 cm,,120 cm,nie,,IP 44,II,B,2700 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,legowy okrąg,ledowa lampa ,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_120_in_4k_gold,uniwersalny,ALTAVOLA DESIGN,5902249037081,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,,45W,,barwa dzienna,1,230V / 230V,120 cm,,120 cm,nie,,IP 44,II,B,3100 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,legowy okrąg,ledowa lampa ,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_150_in_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249037111,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,57W,,delikatnie ciepła,1,230V / 230V,150 cm,,180 cm,nie,,IP 44,II,B,3420 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_150_in_4k_black,uniwersalny,ALTAVOLA DESIGN,5902249037128,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,57W,,barwa dzienna,1,230V / 230V,150 cm,,180 cm,nie,,IP 44,II,B,3900 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_150_in_3k_white,uniwersalny,ALTAVOLA DESIGN,5902249037135,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,57W,,delikatnie ciepła,1,230V / 230V,150 cm,,180 cm,nie,,IP 44,II,B,3420 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_150_in_4k_white,uniwersalny,ALTAVOLA DESIGN,5902249037142,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,SMD2835,57W,,barwa dzienna,1,230V / 230V,150 cm,,180 cm,nie,,IP 44,II,B,3900 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_150_in_4k_gold,uniwersalny,ALTAVOLA DESIGN,5902249037180,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,SMD2835,57W,,barwa dzienna,1,230V / 230V,150 cm,,180 cm,nie,,IP 44,II,B,3900 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_150_in_3k_gold,uniwersalny,ALTAVOLA DESIGN,5902249037197,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,SMD2835,57W,,delikatnie ciepła,1,230V / 230V,150 cm,,180 cm,nie,,IP 44,II,B,3420 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_180_in_4k_gold,uniwersalny,ALTAVOLA DESIGN,5902249037272,Led shape,,lampa wisząca,aluminium,złoty,LED - zintegrowany,SMD2835,68W,,barwa dzienna,1,230V / 230V,180 cm,,200 cm,nie,,IP 44,II,B,4700 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_230_in_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249037456,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,87W,,delikatnie ciepła,1,230V / 230V,230 cm,,250 cm,nie,,IP 44,II,B,5200lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
