Article number;EAN;Description;Stock;ETA-code;ETA confirmed;Article status
13534/30/31;5411212134134;Lucide TIESSE - Table lamp - Ø 18,6 cm - 1xE14 - White;30;10.07.2022;;
13535/24/31;5411212134158;Lucide GOSSE - Table lamp - Ø 19,5 cm - 1xE14 - White;0;;08.04.2022;
13535/34/31;5411212134165;Lucide GOSSE - Table lamp - Ø 19,7 cm - 1xE14 - White;38;;08.04.2022;
13536/81/31;5411212134196;Lucide SERENOA - Table lamp - Ø 25 cm - 1xE14 - White;55;;;
13537/81/31;5411212134202;Lucide SERENOA - Table lamp - 1xE27 - White;59;;;
13538/81/31;5411212134219;Lucide ARCADIA - Table lamp - Ø 36 cm - 2xE27 - White;31;;;
13539/01/02;5411212134271;Lucide FUNGO - Table lamp - 1xE14 - Matt Gold / Brass;0;20.07.2022;;New Phase 1
13539/01/09;5411212134288;Lucide FUNGO - Table lamp - 1xE14 - Gun Metal;0;20.07.2022;;New Phase 1
13539/01/31;5411212134295;Lucide FUNGO - Table lamp - 1xE14 - White;0;20.07.2022;;New Phase 1
13539/01/44;5411212134301;Lucide FUNGO - Table lamp - 1xE14 - Ocher Yellow;0;20.07.2022;;New Phase 1
13813/02/31;5411212133915;Lucide CACTUS - Table lamp Outdoor - Ø 22,7 cm - LED Dim. - 1x2W 2700K - IP44 - White;1367;;;
13815/02/99;5411212134264;Lucide RIO - Table lamp Outdoor - Ø 15,5 cm - LED Dim. - 1x1,8W 3000K - IP44 - Rgb - Multicolor;521;;;New Phase 2
13955/01/30;5411212134226;Lucide CARO - Wall spotlight - Ø 9 cm - 1xGU10 - Black;206;;;New Phase 2
13955/02/30;5411212134233;Lucide CARO - Ceiling spotlight - 2xGU10 - Black;208;;;New Phase 2
13955/03/30;5411212134240;Lucide CARO - Ceiling spotlight - Ø 31 cm - 3xGU10 - Black;211;;;New Phase 2
13955/04/30;5411212134257;Lucide CARO - Ceiling spotlight - 4xGU10 - Black;209;;;New Phase 2
13955/05/03;5411212133359;Lucide CARO-LED - Wall spotlight - Ø 9 cm - LED - GU10 - 1x5W 2700K - Bronze;560;;;
13955/05/12;5411212133366;Lucide CARO-LED - Wall spotlight - Ø 9 cm - LED - GU10 - 1x5W 2700K - Satin Chrome;194;;;
13955/05/31;5411212133373;Lucide CARO-LED - Wall spotlight - Ø 9 cm - LED - GU10 - 1x5W 2700K - White;114;;;
13955/10/03;5411212133380;Lucide CARO-LED - Ceiling spotlight - LED - GU10 - 2x5W 2700K - Bronze;184;;;
13955/10/12;5411212133397;Lucide CARO-LED - Ceiling spotlight - LED - GU10 - 2x5W 2700K - Satin Chrome;114;30.06.2022;;
13955/10/31;5411212133403;Lucide CARO-LED - Ceiling spotlight - LED - GU10 - 2x5W 2700K - White;82;30.06.2022;;
13955/14/03;5411212133410;Lucide CARO-LED - Ceiling spotlight - Ø 31 cm - LED - GU10 - 3x5W 2700K - Bronze;188;;;
13955/14/12;5411212133427;Lucide CARO-LED - Ceiling spotlight - Ø 31 cm - LED - GU10 - 3x5W 2700K - Satin Chrome;142;30.06.2022;;
13955/14/31;5411212133434;Lucide CARO-LED - Ceiling spotlight - Ø 31 cm - LED - GU10 - 3x5W 2700K - White;144;;;
13955/20/03;5411212133441;Lucide CARO-LED - Ceiling spotlight - LED - GU10 - 4x5W 2700K - Bronze;47;;;
13955/20/12;5411212133458;Lucide CARO-LED - Ceiling spotlight - LED - GU10 - 4x5W 2700K - Satin Chrome;103;30.06.2022;;
13955/20/31;5411212133465;Lucide CARO-LED - Ceiling spotlight - LED - GU10 - 4x5W 2700K - White;55;;;
13958/01/30;5411212134318;Lucide PUNCH - Wall spotlight - 1xGU10 - Black;0;01.06.2022;;New Phase 1
13958/02/30;5411212134325;Lucide PUNCH - Ceiling spotlight - 2xGU10 - Black;0;01.06.2022;;New Phase 1
13958/04/30;5411212134332;Lucide PUNCH - Ceiling spotlight - 4xGU10 - Black;0;01.06.2022;;New Phase 1
13958/13/30;5411212134349;Lucide PUNCH - Ceiling spotlight - Ø 21 cm - 3xGU10 - Black;0;01.06.2022;;New Phase 1
14863/01/12;5411212143105;Lucide KIBO - Wall light Outdoor - 1xE27 - IP44 - Satin Chrome;100;;;
14863/45/12;5411212143112;Lucide KIBO - Bollard light Outdoor - Ø 7,5 cm - 1xE27 - IP44 - Satin Chrome;180;;;
14866/05/12;5411212143846;Lucide ARNE-LED - Wall spotlight Outdoor - Ø 6,3 cm - LED - GU10 - 1x5W 2700K - IP44 - Satin Chrome;336;;;
14866/05/30;5411212143853;Lucide ARNE-LED - Wall spotlight Outdoor - Ø 6,3 cm - LED - GU10 - 1x5W 2700K - IP44 - Black;329;;;
14866/10/12;5411212143860;Lucide ARNE-LED - Wall spotlight Outdoor - Ø 6,3 cm - LED - GU10 - 2x5W 2700K - IP44 - Satin Chrome;196;;;
14866/10/30;5411212143877;Lucide ARNE-LED - Wall spotlight Outdoor - Ø 6,3 cm - LED - GU10 - 2x5W 2700K - IP44 - Black;161;;;
14867/05/12;5411212143884;Lucide ARNE-LED - Wall spotlight Outdoor - Ø 6,3 cm - LED - GU10 - 1x5W 2700K - IP44 - Satin Chrome;424;;;
14867/05/30;5411212143891;Lucide ARNE-LED - Wall spotlight Outdoor - Ø 6,3 cm - LED - GU10 - 1x5W 2700K - IP44 - Black;683;;;
14867/10/12;5411212143839;Lucide ARNE-LED - Bollard light Outdoor - Ø 6,3 cm - LED - GU10 - 2x5W 2700K - IP44 - Satin Chrome;225;;;
14867/11/12;5411212143976;Lucide ARNE-LED - Wall light Outdoor - Ø 6,3 cm - LED - GU10 - 2x5W 2700K - IP44 - Satin Chrome;453;;;
14867/11/30;5411212143907;Lucide ARNE-LED - Wall spotlight Outdoor - Ø 6,3 cm - LED - GU10 - 2x5W 2700K - IP44 - Black;554;;;
14867/49/12;5411212143914;Lucide ARNE-LED - Bollard light Outdoor - Ø 6,3 cm - LED - GU10 - 1x5W 2700K - IP44 - Satin Chrome;76;;;
14867/49/30;5411212143921;Lucide ARNE-LED - Bollard light Outdoor - Ø 6,3 cm - LED - GU10 - 1x5W 2700K - IP44 - Black;149;;;
14867/98/12;5411212143938;Lucide ARNE-LED - Bollard light Outdoor - Ø 6,3 cm - LED - GU10 - 2x5W 2700K - IP44 - Satin Chrome;182;;;
14867/98/30;5411212143945;Lucide ARNE-LED - Bollard light Outdoor - Ø 6,3 cm - LED - GU10 - 2x5W 2700K - IP44 - Black;0;;;
14868/05/12;5411212143952;Lucide ARNE-LED - Garden spotlight Outdoor - Ø 6,3 cm - LED - GU10 - 1x5W 2700K - IP44 - Satin Chrome;308;;;
14868/05/30;5411212143969;Lucide ARNE-LED - Garden spotlight Outdoor - Ø 6,3 cm - LED - GU10 - 1x5W 2700K - IP44 - Black;1351;;;
14871/01/30;5411212143761;Lucide SOLID - Wall light Outdoor - Ø 9 cm - 1xE27 - IP54 - Anthracite;11;;08.04.2022;
14871/50/30;5411212143778;Lucide SOLID - Bollard light Outdoor - Ø 9 cm - 1xE27 - IP54 - Anthracite;266;;;
14881/05/30;5411212143815;Lucide DINGO-LED - Wall light Outdoor - LED Dim. - GU10 - 1x5W 3000K - IP44 - Anthracite;378;22.04.2022;01.04.2022;
14881/05/31;5411212143822;Lucide DINGO-LED - Wall light Outdoor - LED Dim. - GU10 - 1x5W 3000K - IP44 - White;333;01.06.2022;01.04.2022;
14881/70/30;5411212144102;Lucide DINGO-LED - Bollard light Outdoor - Ø 11,5 cm - LED Dim. - GU10 - 1x5W 3000K - IP44 - Anthracite;284;01.06.2022;22.04.2022;
14881/70/31;5411212144119;Lucide DINGO-LED - Bollard light Outdoor - LED Dim. - GU10 - 1x5W 3000K - IP44 - White;79;;;
14892/01/30;5411212144164;Lucide NINKE - Wall light Outdoor - Ø 11 cm - 1xGU10 - IP54 - Black;126;;;
14892/80/30;5411212144171;Lucide NINKE - Bollard light Outdoor - Ø 11 cm - 1xGU10 - IP54 - Black;115;;;
14893/01/30;5411212144300;Lucide LORI - Wall light Outdoor - Ø 12 cm - 1xE27 - IP44 - Anthracite;159;10.06.2022;;
14893/80/30;5411212144317;Lucide LORI - Bollard light Outdoor - 1xE27 - IP44 - Anthracite;209;;;
14899/01/12;5411212144324;Lucide FEDOR - Wall light Outdoor - 1xE27 - IP44 - Satin Chrome;186;;;
14899/01/30;5411212144331;Lucide FEDOR - Wall light Outdoor - 1xE27 - IP44 - Black;159;;;
14899/50/12;5411212144348;Lucide FEDOR - Bollard light Outdoor - 1xE27 - IP44 - Satin Chrome;150;;;
14899/50/30;5411212144355;Lucide FEDOR - Bollard light Outdoor - 1xE27 - IP44 - Black;408;;;
14899/80/12;5411212144362;Lucide FEDOR - Bollard light Outdoor - 1xE27 - IP44 - Satin Chrome;94;;;
14899/80/30;5411212144379;Lucide FEDOR - Bollard light Outdoor - 1xE27 - IP44 - Black;118;;;
15800/05/30;5411212151810;Lucide MALTA-LED - Wall light Outdoor - LED - 1x6W 2700K - IP54 - Black;135;;;
15801/10/30;5411212151827;Lucide SINGA LED - Wall light Outdoor - LED - 1x10W 2700K - IP54 - Black;133;;;
15802/01/30;5411212151872;Lucide DUKAN - Wall light Outdoor - 1xE27 - IP65 - Black;124;10.06.2022;;
15802/02/30;5411212151889;Lucide DUKAN - Flush ceiling light Outdoor - 2xE27 - IP65 - Black;41;10.06.2022;;
15803/01/30;5411212151896;Lucide CADIX - Wall light Outdoor - 1xE27 - IP65 - Black;72;20.07.2022;;
15804/22/30;5411212151902;Lucide CADIX - Bollard light Outdoor - Ø 16 cm - 1xE27 - IP65 - Black;200;;;
15804/50/30;5411212151919;Lucide CADIX - Bollard light Outdoor - Ø 16 cm - 1xE27 - IP65 - Black;81;;;
15805/01/30;5411212151926;Lucide NORMAN - Wall light Outdoor - Ø 9 cm - 1xE27 - IP65 - Black;98;;;
15806/65/30;5411212151933;Lucide NORMAN - Bollard light Outdoor - Ø 9 cm - 1xE27 - IP65 - Black;57;;;
17207/08/30;5411212176608;Lucide BORO - Wall light - LED - 1x8W 2700K - Black;360;;;
17207/08/31;5411212176615;Lucide BORO - Wall light - LED - 1x8W 2700K - White;133;;;
17282/02/12;5411212173201;Lucide BOK - Wall light - 2xG9 - Satin Chrome;77;;;
17282/02/31;5411212175533;Lucide BOK - Wall light - 2xG9 - White;162;;;
17282/11/12;5411212173676;Lucide BOK - Wall light - 1xG9 - Satin Chrome;138;;;
17282/11/31;5411212175540;Lucide BOK - Wall light - 1xG9 - White;95;;;
17504/01/03;5411212174031;Lucide BANKER - Desk lamp - 1xE14 - Bronze;177;;;
17504/01/11;5411212174048;Lucide BANKER - Desk lamp - 1xE14 - Chrome;124;;;
17553/01/12;5411212172693;Lucide TOUCH - Table lamp - Ø 23 cm - 1xE14 - 3 StepDim - Satin Chrome;0;;;Liquidation
17594/05/30;5411212175663;Lucide XIO - Table lamp - LED Dim. - 1x9W 3000K - IP40 - Black;0;;;
17594/05/31;5411212175656;Lucide XIO - Table lamp - LED Dim. - 1x9W 3000K - IP40 - White;66;;;
17804/06/36;5411212176646;Lucide AYO - Wall light Outdoor - Ø 9 cm - LED - 2x3W 2700K - IP54 - Grey;2;;;
17906/06/12;5411212176813;Lucide LANDA - Ceiling spotlight - LED Dim to warm - GU10 - 1x5W 2200K/3000K - Satin Chrome;77;;;
17906/06/31;5411212176820;Lucide LANDA - Ceiling spotlight - LED Dim to warm - GU10 - 1x5W 2200K/3000K - White;102;;;
17906/11/12;5411212176837;Lucide LANDA - Ceiling spotlight - LED Dim to warm - GU10 - 2x5W 2200K/3000K - Satin Chrome;42;08.08.2022;;
17906/11/31;5411212176844;Lucide LANDA - Ceiling spotlight - LED Dim to warm - GU10 - 2x5W 2200K/3000K - White;144;;;
17906/16/12;5411212176851;Lucide LANDA - Ceiling spotlight - LED Dim to warm - GU10 - 3x5W 2200K/3000K - Satin Chrome;66;;;
17906/16/31;5411212176868;Lucide LANDA - Ceiling spotlight - LED Dim to warm - GU10 - 3x5W 2200K/3000K - White;141;;;
17906/21/12;5411212176875;Lucide LANDA - Ceiling spotlight - LED Dim to warm - GU10 - 4x5W 2200K/3000K - Satin Chrome;31;;;
17906/21/31;5411212176882;Lucide LANDA - Ceiling spotlight - LED Dim to warm - GU10 - 4x5W 2200K/3000K - White;73;;;
17948/05/31;5411212176103;Lucide SIRENE-LED - Ceiling spotlight Bathroom - Ø 10 cm - LED Dim. - GU10 - 1x5W 3000K - IP44 - White;88;;;
17948/10/31;5411212176127;Lucide SIRENE-LED - Ceiling spotlight Bathroom - Ø 10 cm - LED Dim. - GU10 - 2x5W 3000K - IP44 - White;63;;;
17948/20/31;5411212176141;Lucide SIRENE-LED - Ceiling spotlight Bathroom - Ø 10 cm - LED Dim. - GU10 - 4x5W 3000K - IP44 - White;65;;;
17993/01/30;5411212176776;Lucide MADEE - Ceiling spotlight - 1xE14 - Black;228;29.04.2022;01.04.2022;
17993/02/30;5411212176783;Lucide MADEE - Ceiling spotlight - 2xE14 - Black;188;29.04.2022;01.04.2022;
17993/03/30;5411212176790;Lucide MADEE - Ceiling spotlight - 3xE14 - Black;180;;;
17993/14/30;5411212176806;Lucide MADEE - Ceiling spotlight - 4xE14 - Black;153;01.06.2022;;
17995/01/31;5411212176066;Lucide LILY - Ceiling spotlight Bathroom - Ø 8 cm - 1xG9 - IP54 - White;142;;;
17996/01/31;5411212176080;Lucide LILY - Ceiling spotlight Bathroom - 1xG9 - IP54 - White;46;;;
17997/01/35;5411212176929;Lucide PICTO - Ceiling spotlight Children - 1xGU10 - Blue;107;;;
17997/01/66;5411212176936;Lucide PICTO - Ceiling spotlight Children - 1xGU10 - Pink;108;;;
17997/02/35;5411212176943;Lucide PICTO - Ceiling spotlight Children - 2xGU10 - Blue;106;;;
17997/02/66;5411212176950;Lucide PICTO - Ceiling spotlight Children - 2xGU10 - Pink;109;;;
17997/03/35;5411212176967;Lucide PICTO - Ceiling spotlight Children - 3xGU10 - Blue;62;;;
17997/03/66;5411212176974;Lucide PICTO - Ceiling spotlight Children - 3xGU10 - Pink;67;;;
17998/05/30;5411212176899;Lucide GRONY - Wall spotlight - LED Dim to warm - GU10 - 1x5W 2200K/3000K - Black;151;;01.04.2022;
17998/10/30;5411212176905;Lucide GRONY - Ceiling spotlight - LED Dim to warm - GU10 - 2x5W 2200K/3000K - Black;234;;01.04.2022;
17998/15/30;5411212176912;Lucide GRONY - Ceiling spotlight - LED Dim to warm - GU10 - 3x5W 2200K/3000K - Black;164;;;
17999/01/30;5411212176981;Lucide ALION - Ceiling spotlight - 1xE14 - Black;49;01.06.2022;29.04.2022;
17999/02/30;5411212176998;Lucide ALION - Ceiling spotlight - 2xE14 - Black;42;01.06.2022;29.04.2022;
17999/03/30;5411212177001;Lucide ALION - Ceiling spotlight - 3xE14 - Black;0;29.04.2022;01.04.2022;
17999/14/30;5411212177018;Lucide ALION - Ceiling spotlight - 4xE14 - Black;87;01.06.2022;29.04.2022;
18256/03/30;5411212185839;Lucide ZOZY - Clamp lamp - LED Dim. - 1x4W 3000K - 3 StepDim - Black;120;28.07.2022;;
18293/03/30;5411212185532;Lucide BUDDY - Bedside lamp - LED - 1x4W 4000K - Black;86;;;
18293/03/31;5411212185549;Lucide BUDDY - Bedside lamp - LED - 1x4W 4000K - White;95;;;
18294/03/30;5411212185792;Lucide GALEN-LED - Bedside lamp - LED - 1x3W 3000K - Black;0;;31.03.2022;
18294/03/31;5411212185808;Lucide GALEN-LED - Bedside lamp - LED - 1x3W 3000K - White;62;;;
18650/03/30;5411212185389;Lucide ZOZY - Desk lamp - LED Dim. - 1x4W 3000K - Black;250;;;
18650/03/31;5411212185396;Lucide ZOZY - Desk lamp - Ø 20 cm - LED Dim. - 1x4W 3000K - White;175;01.06.2022;;
18652/06/30;5411212185518;Lucide EMIL - Desk lamp - Ø 17 cm - LED Dim. - 1x6W 3000K - Black;91;;;
18652/06/31;5411212185525;Lucide EMIL - Desk lamp - Ø 17 cm - LED Dim. - 1x6W 3000K - White;97;;;
18655/04/36;5411212185662;Lucide GOOSY LED - Desk lamp - Ø 11 cm - LED Dim. - 1x12W 3000K - With USB charging point - Grey;234;;;
18656/03/30;5411212185822;Lucide ZOZY - Desk lamp - Ø 11,2 cm - LED Dim. - 1x4W 3000K - 3 StepDim - Black;139;29.06.2022;;
18659/06/30;5411212185853;Lucide LEVI - Desk lamp - LED Dim. - 3 StepDim - Black;59;;;
18756/03/30;5411212185846;Lucide ZOZY - Floor reading lamp - LED Dim. - 1x4W 3000K - 3 StepDim - Black;95;10.06.2022;;
19600/01/30;5411212193834;Lucide HESTER - Desk lamp - 1xGU10 - Anthracite;218;01.06.2022;;
19600/01/31;5411212193841;Lucide HESTER - Desk lamp - 1xGU10 - White;129;01.06.2022;;
19665/09/12;5411212193902;Lucide NUVOLA - Desk lamp - Ø 20 cm - LED Dim. - 1x9W 3000K - Satin Chrome;88;;;
19665/09/30;5411212193919;Lucide NUVOLA - Desk lamp - Ø 20 cm - LED Dim. - 1x9W 3000K - Black;49;08.08.2022;;
19666/09/12;5411212193926;Lucide ANSELMO - Desk lamp - Ø 25 cm - LED Dim. - 1x9W 3000K - Satin Chrome;115;;;
19666/09/30;5411212193933;Lucide ANSELMO - Desk lamp - Ø 25 cm - LED Dim. - 1x9W 3000K - Black;74;;;
19668/08/30;5411212193940;Lucide JORIUS - Desk lamp - Ø 18 cm - LED Dim. - 1x8W 3000K - Black;295;;;
19700/01/30;5411212193858;Lucide HESTER - Floor reading lamp - 1xGU10 - Anthracite;204;;;
19700/01/31;5411212193865;Lucide HESTER - Floor reading lamp - 1xGU10 - White;135;01.06.2022;;
19765/09/12;5411212193957;Lucide NUVOLA - Floor reading lamp - Ø 20 cm - LED Dim. - 1x9W 3000K - Satin Chrome;110;;;
19765/09/30;5411212193964;Lucide NUVOLA - Floor reading lamp - Ø 20 cm - LED Dim. - 1x9W 3000K - Black;148;;;
19766/09/12;5411212193971;Lucide ANSELMO - Floor reading lamp - Ø 25 cm - LED Dim. - 1x9W 3000K - Satin Chrome;39;08.08.2022;;
19766/09/30;5411212193988;Lucide ANSELMO - Floor reading lamp - Ø 25 cm - LED Dim. - 1x9W 3000K - Black;86;08.08.2022;;
19768/08/30;5411212193995;Lucide JORIUS - Floor reading lamp - Ø 23 cm - LED Dim. - 1x8W 3000K - Black;0;;;
19791/24/02;5411212194008;Lucide ZENITH - Floor reading lamp - Ø 25,4 cm - LED Dim. - 3000K - Matt Gold / Brass;86;;;
19791/24/12;5411212193889;Lucide ZENITH - Floor reading lamp - Ø 25,4 cm - LED Dim. - 3000K - Satin Chrome;243;29.04.2022;22.04.2022;
19791/24/30;5411212193896;Lucide ZENITH - Floor reading lamp - Ø 25,4 cm - LED Dim. - 3000K - Black;703;29.04.2022;22.04.2022;
19792/24/03;5411212193872;Lucide CHAMPION-LED - Floor reading lamp - Ø 25,4 cm - LED Dim. - 3000K - Bronze;61;01.06.2022;06.05.2022;
19792/24/12;5411212193810;Lucide CHAMPION-LED - Floor reading lamp - Ø 25,4 cm - LED Dim. - 3000K - Satin Chrome;0;06.05.2022;22.04.2022;
19792/24/30;5411212193827;Lucide CHAMPION-LED - Floor reading lamp - Ø 25,4 cm - LED Dim. - 3000K - Black;150;05.07.2022;22.04.2022;
20114/50/30;5411212201898;Lucide CARBONY - Flush ceiling light - Ø 50 cm - LED Dim. - 1x5W 2700K - Black;40;;;
20120/10/30;5411212202062;Lucide DUELE - Flush ceiling light - LED - 2x6W 3000K - Black;41;;;New Phase 2
20210/01/30;5411212201713;Lucide MIZUKO - Wall light - 1xE14 - Black;114;10.08.2022;;
20215/05/31;5411212201843;Lucide DEVON - Wall light - LED - 1x5W 3000K - White;0;20.06.2022;;
20411/01/41;5411212201690;Lucide COPAIN - Pendant light - Ø 20 cm - 1xE27 - Taupe;47;10.07.2022;;
20414/61/01;5411212201928;Lucide CARBONY - Pendant light - Ø 60 cm - LED Dim. - 1x10W 2700K - Matt Gold / Brass;0;;;Liquidation
20415/15/30;5411212201812;Lucide DEVON - Pendant light - Ø 65 cm - LED - 3x3,3W 3000K - Black;65;;;
20415/15/31;5411212201829;Lucide DEVON - Pendant light - Ø 65 cm - LED - 3x3,3W 3000K - White;25;;;Liquidation
20416/01/65;5411212201942;Lucide GELKA - Pendant light - Ø 6,5 cm - 1xE27 - Smoke Grey;20;01.06.2022;;
20416/05/65;5411212201959;Lucide GELKA - Pendant light - 5xE27 - Smoke Grey;29;01.06.2022;;
20416/15/65;5411212201966;Lucide GELKA - Pendant light - Ø 30 cm - 5xE27 - Smoke Grey;12;01.06.2022;;
20418/01/31;5411212201980;Lucide ALISTAIR - Pendant light - Ø 30 cm - 1xE27 - White;30;;;
20419/20/30;5411212202000;Lucide OPHELIA - Pendant light - Ø 20 cm - 1xE27 - Black;32;10.07.2022;;
20419/20/35;5411212202017;Lucide OPHELIA - Pendant light - Ø 20 cm - 1xE27 - Blue;44;;;
20419/20/66;5411212202024;Lucide OPHELIA - Pendant light - Ø 20 cm - 1xE27 - Pink;46;;;
20419/35/30;5411212202031;Lucide OPHELIA - Pendant light - Ø 35 cm - 1xE27 - Black;32;10.07.2022;;
20419/35/35;5411212202048;Lucide OPHELIA - Pendant light - Ø 35 cm - 1xE27 - Blue;46;;;
20419/35/66;5411212202055;Lucide OPHELIA - Pendant light - Ø 35 cm - 1xE27 - Pink;48;;;
20420/20/30;5411212202079;Lucide DUELE - Pendant light - LED - 4x5,3W 3000K - Black;40;;;New Phase 2
20421/01/02;5411212202086;Lucide AKRON - Pendant light - Ø 50 cm - 1xE27 - Matt Gold / Brass;39;;;New Phase 2
20421/01/30;5411212202093;Lucide AKRON - Pendant light - Ø 50 cm - 1xE27 - Black;38;;;New Phase 2
20421/01/36;5411212202109;Lucide AKRON - Pendant light - Ø 50 cm - 1xE27 - Grey;41;;;New Phase 2
20500/05/01;5411212201386;Lucide CUBICO - Table lamp - Ø 9,5 cm - LED - E27 - 1x5W 2700K - Gold;10;;;Liquidation
20500/05/17;5411212201409;Lucide CUBICO - Table lamp - Ø 9,5 cm - LED - E27 - 1x5W 2700K - Copper;106;;;
20511/01/41;5411212201706;Lucide COPAIN - Table lamp - Ø 20 cm - 1xE27 - Taupe;65;;;
20514/50/30;5411212201904;Lucide CARBONY - Table lamp - Ø 50 cm - LED - 1x5W 2700K - Black;86;;;
20515/05/30;5411212201850;Lucide DEVON - Desk lamp - LED - 1x5W 3000K - Black;46;;;
20515/05/31;5411212201867;Lucide DEVON - Desk lamp - LED - 1x5W 3000K - White;63;;;
20517/01/65;5411212201973;Lucide GELKA - Table lamp - 1xE27 - Smoke Grey;0;01.06.2022;;
20518/01/31;5411212201997;Lucide ALISTAIR - Table lamp - Ø 30 cm - 1xE27 - White;38;;;
20522/02/30;5411212202116;Lucide GLENDALE - Table lamp - 2xE27 - Black;42;;;New Phase 1
20523/01/30;5411212202130;Lucide AUSTIN - Table lamp - Ø 20 cm - 1xE27 - Black;39;;;New Phase 2
20610/01/30;5411212201720;Lucide MIZUKO - Desk lamp - 1xE14 - Black;81;;;
20710/01/30;5411212201737;Lucide MIZUKO - Floor reading lamp - Ø 13 cm - 1xE14 - Black;52;10.08.2022;;
20714/05/30;5411212201911;Lucide CARBONY - Floor lamp - Ø 50 cm - LED - 1x5W 2700K - Black;22;;;Liquidation
20715/05/30;5411212201874;Lucide DEVON - Floor reading lamp - LED - 1x5W 3000K - Black;46;;;
20722/02/30;5411212202123;Lucide GLENDALE - Floor lamp - 2xE27 - Black;42;;;New Phase 1
20723/01/30;5411212202147;Lucide AUSTIN - Floor lamp - Ø 28 cm - 1xE27 - Black;39;;;New Phase 2
21112/06/30;5411212210890;Lucide LESTER - Flush ceiling light - 6xE27 - Black;254;;15.05.2022;
21112/08/30;5411212210906;Lucide LESTER - Flush ceiling light - 8xE27 - Black;86;30.06.2022;15.05.2022;
21117/30/02;5411212211293;Lucide WOLFRAM - Flush ceiling light - Ø 30 cm - 1xE27 - Matt Gold / Brass;145;;;
21117/30/30;5411212211309;Lucide WOLFRAM - Flush ceiling light - Ø 30 cm - 1xE27 - Black;106;10.07.2022;;
21117/65/02;5411212211347;Lucide WOLFRAM - Flush ceiling light - Ø 65 cm - 3xE27 - Matt Gold / Brass;47;;;
21117/65/30;5411212211354;Lucide WOLFRAM - Flush ceiling light - Ø 65 cm - 3xE27 - Black;75;;;
21118/04/30;5411212211026;Lucide LESTER - Flush ceiling light - 4xE27 - Black;226;15.05.2022;01.05.2022;
21119/06/30;5411212211033;Lucide LESTER - Flush ceiling light - 6xE27 - Black;510;01.06.2022;15.05.2022;
21120/01/30;5411212211040;Lucide RIXT - Flush ceiling light - 1xE27 - Black;112;;;
21120/02/30;5411212211057;Lucide RIXT - Flush ceiling light - 2xE27 - Black;89;;;
21120/03/30;5411212211064;Lucide RIXT - Flush ceiling light - 3xE27 - Black;83;;;
21122/01/30;5411212211187;Lucide SANSA - Flush ceiling light - 1xE27 - Black;201;;15.05.2022;
21123/01/02;5411212211248;Lucide RENATE - Flush ceiling light - 1xE27 - Black;394;;;
21123/02/02;5411212211255;Lucide RENATE - Flush ceiling light - 2xE27 - Black;339;;;
21123/03/02;5411212211262;Lucide RENATE - Flush ceiling light - 3xE27 - Black;104;;;
21123/04/02;5411212211279;Lucide RENATE - Flush ceiling light - 4xE27 - Black;68;;;
21123/45/02;5411212211361;Lucide MESH - Flush ceiling light - Ø 45 cm - 1xE27 - Matt Gold / Brass;104;18.07.2022;;
21123/45/30;5411212211378;Lucide MESH - Flush ceiling light - Ø 45 cm - 1xE27 - Black;154;;01.05.2022;
21209/02/30;5411212210876;Lucide OTONA - Wall light - 2xE14 - Black;168;;;
21209/02/31;5411212210883;Lucide OTONA - Wall light - 2xE14 - White;107;;;
21221/01/30;5411212211088;Lucide LEANNE - Wall light - 1xE27 - Black;534;18.07.2022;15.05.2022;
21222/01/30;5411212211224;Lucide SANSA - Wall light - 1xE27 - Black;97;;15.05.2022;
21223/01/02;5411212211286;Lucide RENATE - Wall light - 1xE27 - Black;391;01.06.2022;;
21225/01/30;5411212211408;Lucide CIRCLE - Wall light - 1xE27 - Black;68;30.06.2022;;
21406/40/31;5411212210746;Lucide ETERNAL - Pendant light - Ø 40 cm - 1xE27 - White;154;;;
21409/40/30;5411212210784;Lucide OTONA - Pendant light - Ø 40 cm - 1xE27 - Black;49;;;
21409/40/31;5411212210791;Lucide OTONA - Pendant light - Ø 40 cm - 1xE27 - White;53;;;
21409/60/30;5411212210821;Lucide OTONA - Pendant light - Ø 60 cm - 3xE27 - Black;75;;;
21409/60/31;5411212210838;Lucide OTONA - Pendant light - Ø 60 cm - 3xE27 - White;40;;;
21415/25/30;5411212210951;Lucide MALUNGA - Pendant light - Ø 25 cm - 1xE27 - Black;200;;;
21415/25/31;5411212210968;Lucide MALUNGA - Pendant light - Ø 25 cm - 1xE27 - White;138;;;
21415/25/36;5411212210975;Lucide MALUNGA - Pendant light - Ø 25 cm - 1xE27 - Grey;49;;;
21417/03/02;5411212211453;Lucide WOLFRAM - Pendant light - 3xE27 - Matt Gold / Brass;72;;;
21417/32/02;5411212211170;Lucide WOLFRAM - Pendant light - Ø 32 cm - 1xE27 - Matt Gold / Brass;65;;15.05.2022;
21417/32/30;5411212211163;Lucide WOLFRAM - Pendant light - Ø 32 cm - 1xE27 - Black;46;18.07.2022;;
21417/65/02;5411212211132;Lucide WOLFRAM - Pendant light - Ø 65 cm - 1xE27 - Matt Gold / Brass;60;;01.05.2022;
21417/65/12;5411212211002;Lucide WOLFRAM - Pendant light - Ø 65 cm - 1xE27 - Satin Chrome;14;;;Liquidation
21417/65/30;5411212211019;Lucide WOLFRAM - Pendant light - Ø 65 cm - 1xE27 - Black;90;18.07.2022;;
