Article number;EAN;Description;Stock;ETA-code;ETA confirmed;Article status
28112/30/31;5411212281135;Lucide CERES-LED - Flush ceiling light Bathroom - Ø 21,5 cm - LED Dim. - 1x30W 3000K - IP44 - White;0;01.06.2022;01.04.2022;
28113/30/30;5411212281142;Lucide CERES-LED - Flush ceiling light Bathroom - LED Dim. - 1x30W 3000K - IP44 - Black;0;;01.04.2022;
28113/30/31;5411212281159;Lucide CERES-LED - Flush ceiling light Bathroom - LED Dim. - 1x30W 3000K - IP44 - White;0;;01.04.2022;
28116/11/30;5411212281203;Lucide BRICE-LED - Flush ceiling light Bathroom - Ø 11,7 cm - LED Dim. - 1x8W 3000K - IP44 - Black;0;01.06.2022;01.04.2022;
28116/11/31;5411212281289;Lucide BRICE-LED - Flush ceiling light Bathroom - Ø 11,7 cm - LED Dim. - 1x8W 3000K - IP44 - White;0;;01.04.2022;
28116/18/30;5411212281210;Lucide BRICE-LED - Flush ceiling light Bathroom - Ø 18 cm - LED Dim. - 1x12W 3000K - IP44 - Black;0;11.06.2022;01.04.2022;
28116/18/31;5411212281296;Lucide BRICE-LED - Flush ceiling light Bathroom - Ø 18 cm - LED Dim. - 1x12W 3000K - IP44 - White;0;11.06.2022;01.04.2022;
28116/24/30;5411212281227;Lucide BRICE-LED - Flush ceiling light Bathroom - Ø 24 cm - LED Dim. - 1x15W 3000K - IP44 - Black;0;;01.04.2022;
28116/24/31;5411212281302;Lucide BRICE-LED - Flush ceiling light Bathroom - Ø 24 cm - LED Dim. - 1x15W 3000K - IP44 - White;0;;01.04.2022;
28116/30/30;5411212281234;Lucide BRICE-LED - Flush ceiling light Bathroom - Ø 30 cm - LED Dim. - 1x30W 3000K - IP44 - Black;0;;01.04.2022;
28116/30/31;5411212281319;Lucide BRICE-LED - Flush ceiling light Bathroom - Ø 30 cm - LED Dim. - 1x30W 3000K - IP44 - White;0;11.06.2022;01.04.2022;
28117/11/30;5411212281241;Lucide BRICE-LED - Flush ceiling light Bathroom - LED Dim. - 1x8W 3000K - IP44 - Black;0;01.06.2022;01.04.2022;
28117/11/31;5411212281326;Lucide BRICE-LED - Flush ceiling light Bathroom - LED Dim. - 1x8W 3000K - IP44 - White;0;;01.04.2022;
28117/17/30;5411212281258;Lucide BRICE-LED - Flush ceiling light Bathroom - LED Dim. - 1x15W 3000K - IP44 - Black;0;01.06.2022;01.04.2022;
28117/17/31;5411212281333;Lucide BRICE-LED - Flush ceiling light Bathroom - LED Dim. - 1x15W 3000K - IP44 - White;38;;01.04.2022;
28117/22/30;5411212281265;Lucide BRICE-LED - Flush ceiling light Bathroom - LED Dim. - 1x20W 3000K - IP44 - Black;0;;01.04.2022;
28117/22/31;5411212281340;Lucide BRICE-LED - Flush ceiling light Bathroom - LED Dim. - 1x20W 3000K - IP44 - White;32;;01.04.2022;
28117/30/30;5411212281272;Lucide BRICE-LED - Flush ceiling light Bathroom - LED Dim. - 1x30W 3000K - IP44 - Black;0;01.06.2022;01.04.2022;
28117/30/31;5411212281357;Lucide BRICE-LED - Flush ceiling light Bathroom - LED Dim. - 1x30W 3000K - IP44 - White;0;;01.04.2022;
28850/23/30;5411212280459;Lucide TEXAS - Wall spotlight Outdoor - LED - 1x8W 3000K - IP54 - Anthracite;38;01.06.2022;;
28850/24/30;5411212281005;Lucide TEXAS-IR - Wall spotlight Outdoor - LED - 1x8W 3000K - IP54 - Anthracite;81;;;
28851/40/30;5411212280466;Lucide TEXAS - Bollard light Outdoor - LED - 1x8W 3000K - IP54 - Anthracite;151;;;
28851/60/30;5411212280473;Lucide TEXAS - Bollard light Outdoor - LED - 1x8W 3000K - IP54 - Anthracite;95;;;
28851/61/30;5411212281012;Lucide TEXAS-IR - Bollard light Outdoor - LED - 1x8W 3000K - IP54 - Anthracite;68;;;
28857/06/30;5411212280961;Lucide GOA - Wall light Outdoor - LED - 1x10W 3000K - IP54 - Anthracite;61;01.06.2022;;
28857/61/30;5411212281180;Lucide GOA - Bollard light Outdoor - LED - 1x10W 3000K - IP54 - Anthracite;96;;;
28861/10/30;5411212281104;Lucide CLAIRETTE - Wall light Outdoor - LED - 1x9W 3000K - IP54 - Anthracite;153;01.06.2022;;
29824/01/30;5411212290359;Lucide KEPPEL - Wall light Outdoor - 1xE27 - IP23 - Black;197;10.07.2022;;
29825/01/30;5411212290366;Lucide LINDELO - Wall light Outdoor - 1xE27 - IP23 - Black;378;;;
29826/01/30;5411212290373;Lucide MAKKUM - Wall light Outdoor - 1xE27 - IP23 - Black;69;;;
29827/01/30;5411212290380;Lucide NISPEN - Wall light Outdoor - 1xE14 - IP44 - Black;131;;;
29828/01/30;5411212290397;Lucide MATSLOT - Wall light Outdoor - 1xE27 - IP23 - Black;790;;;
29829/01/30;5411212290403;Lucide MATSLOT - Wall light Outdoor - 1xE27 - IP23 - Black;388;;;
29897/01/30;5411212290458;Lucide CAPSULE - Wall light Outdoor - 1xE27 - IP65 - Black;0;05.07.2022;;New Phase 1
29897/01/31;5411212290465;Lucide CAPSULE - Wall light Outdoor - 1xE27 - IP65 - White;0;05.07.2022;;New Phase 1
29898/01/29;5411212290434;Lucide LIAM - Wall light Outdoor - 1xGU10 - IP44 - Anthracite;0;05.07.2022;;
29898/80/29;5411212290441;Lucide LIAM - Bollard light Outdoor - 1xGU10 - IP44 - Anthracite;113;;;
29899/01/02;5411212290427;Lucide LEWIS - Wall light Outdoor - 1xE27 - IP44 - Matt Gold / Brass;122;;;
29899/01/30;5411212290410;Lucide LEWIS - Wall light Outdoor - 1xE27 - IP44 - Black;78;10.07.2022;;
30164/01/02;5411212302618;Lucide TYLER - Flush ceiling light Bathroom - Ø 16,1 cm - 1xG9 - IP44 - Matt Gold / Brass;37;;08.04.2022;
30164/01/30;5411212302625;Lucide TYLER - Flush ceiling light Bathroom - Ø 16,1 cm - 1xG9 - IP44 - Black;0;01.06.2022;08.04.2022;
30167/03/30;5411212302946;Lucide ISOBEL - Flush ceiling light Bathroom - Ø 38 cm - 3xG9 - IP44 - Black;0;01.06.2022;08.04.2022;New Phase 2
30174/04/30;5411212302373;Lucide SURTUS - Flush ceiling light - 4xE27 - Black;74;01.06.2022;08.04.2022;
30186/38/30;5411212302922;Lucide SHARAN - Flush ceiling light - Ø 38 cm - 1xE27 - Black;94;01.06.2022;;
30186/38/33;5411212302939;Lucide SHARAN - Flush ceiling light - Ø 38 cm - 1xE27 - Green;105;;;
30187/40/30;5411212302830;Lucide CARDIFF - Flush ceiling light - Ø 40 cm - 1xE27 - Black;64;;;
30187/40/33;5411212302847;Lucide CARDIFF - Flush ceiling light - Ø 40 cm - 1xE27 - Green;73;;;
30188/01/30;5411212302854;Lucide NOLAN - Flush ceiling light - Ø 24 cm - 1xE27 - Black;29;10.08.2022;;
30188/01/33;5411212302861;Lucide NOLAN - Flush ceiling light - Ø 24 cm - 1xE27 - Green;39;;;
30192/45/30;5411212303011;Lucide RAYCO - Flush ceiling light - Ø 45 cm - 1xE27 - Black;0;;08.04.2022;New Phase 2
30192/45/33;5411212303028;Lucide RAYCO - Flush ceiling light - Ø 45 cm - 1xE27 - Green;0;;08.04.2022;New Phase 2
30192/45/36;5411212303035;Lucide RAYCO - Flush ceiling light - Ø 45 cm - 1xE27 - Grey;0;;08.04.2022;New Phase 2
30192/45/66;5411212303042;Lucide RAYCO - Flush ceiling light - Ø 45 cm - 1xE27 - Pink;0;;08.04.2022;New Phase 2
30265/01/30;5411212302632;Lucide BEREND - Wall light Bathroom - 1xG9 - IP44 - Black;62;01.06.2022;08.04.2022;
30266/01/30;5411212302649;Lucide BEREND - Wall light Bathroom - 1xG9 - IP44 - Black;49;;;
30267/01/30;5411212302915;Lucide ISOBEL - Wall light Bathroom - 1xG9 - IP44 - Black;59;;;
30267/02/30;5411212302953;Lucide ISOBEL - Wall light Bathroom - 2xG9 - IP44 - Black;0;;08.04.2022;New Phase 2
30271/01/30;5411212302458;Lucide OTTELIEN - Wall light - Ø 17,7 cm - 1xE27 - Black;252;01.06.2022;;
30276/01/38;5411212302144;Lucide RÖMER - Wall light - Ø 24 cm - 1xE27 - Cream;238;;;
30293/01/30;5411212303097;Lucide FELINE - Wall light Bathroom - 1xG9 - IP44 - Black;0;;08.04.2022;New Phase 2
30472/30/02;5411212302465;Lucide GIADA - Pendant light - Ø 30 cm - 1xE27 - Matt Gold / Brass;40;10.07.2022;;
30472/40/02;5411212302472;Lucide GIADA - Pendant light - Ø 40 cm - 1xE27 - Matt Gold / Brass;60;;08.04.2022;
30472/50/02;5411212302489;Lucide GIADA - Pendant light - Ø 50 cm - 1xE27 - Matt Gold / Brass;56;01.06.2022;;
30473/28/62;5411212302359;Lucide FLORIEN - Pendant light - Ø 28 cm - 1xE27 - Amber;41;;08.04.2022;
30473/28/65;5411212302366;Lucide FLORIEN - Pendant light - Ø 28 cm - 1xE27 - Smoke Grey;41;;08.04.2022;
30474/04/30;5411212302397;Lucide SURTUS - Pendant light - 4xE27 - Black;52;;;
30474/06/30;5411212302410;Lucide SURTUS - Pendant light - 6xE27 - Black;48;;;
30482/31/33;5411212302724;Lucide MISHA - Pendant light - Ø 31 cm - 1xE27 - Green;56;;;
30482/31/44;5411212302731;Lucide MISHA - Pendant light - Ø 31 cm - 1xE27 - Ocher Yellow;57;;;
30483/50/33;5411212302748;Lucide ROZALLA - Pendant light - Ø 50 cm - 1xE27 - Green;32;10.07.2022;;
30483/50/44;5411212302755;Lucide ROZALLA - Pendant light - Ø 50 cm - 1xE27 - Ocher Yellow;32;10.07.2022;;
30484/28/30;5411212302762;Lucide CORENTIN - Pendant light Children - Ø 28 cm - 1xE27 - Black;75;;;
30484/28/36;5411212302779;Lucide CORENTIN - Pendant light Children - Ø 28 cm - 1xE27 - Grey;73;;;
30484/28/66;5411212302786;Lucide CORENTIN - Pendant light Children - Ø 28 cm - 1xE27 - Pink;45;;;
30485/40/41;5411212302793;Lucide MARNE - Pendant light - Ø 40 cm - 1xE27 - Taupe;65;;;New Phase 2
30485/40/44;5411212302809;Lucide MARNE - Pendant light - Ø 40 cm - 1xE27 - Ocher Yellow;58;;;New Phase 2
30488/01/30;5411212302878;Lucide NOLAN - Pendant light - Ø 24 cm - 1xE27 - Black;5;30.06.2022;;
30488/01/33;5411212302885;Lucide NOLAN - Pendant light - Ø 24 cm - 1xE27 - Green;40;;;
30488/03/30;5411212302892;Lucide NOLAN - Pendant light - 3xE27 - Black;29;10.08.2022;;
30488/03/33;5411212302908;Lucide NOLAN - Pendant light - 3xE27 - Green;38;;;
30491/30/02;5411212302960;Lucide TOPHER - Pendant light - Ø 30 cm - 1xG9 - Matt Gold / Brass;0;;08.04.2022;New Phase 2
30491/30/12;5411212302977;Lucide TOPHER - Pendant light - Ø 30 cm - 1xG9 - Satin Chrome;0;01.06.2022;08.04.2022;New Phase 2
30491/30/30;5411212302984;Lucide TOPHER - Pendant light - Ø 30 cm - 1xG9 - Black;0;01.06.2022;08.04.2022;New Phase 2
30492/45/30;5411212303059;Lucide RAYCO - Pendant light - Ø 45 cm - 1xE27 - Black;0;01.06.2022;08.04.2022;New Phase 2
30492/45/33;5411212303066;Lucide RAYCO - Pendant light - Ø 45 cm - 1xE27 - Green;0;01.06.2022;08.04.2022;New Phase 2
30492/45/36;5411212303073;Lucide RAYCO - Pendant light - Ø 45 cm - 1xE27 - Grey;0;01.06.2022;08.04.2022;New Phase 2
30492/45/66;5411212303080;Lucide RAYCO - Pendant light - Ø 45 cm - 1xE27 - Pink;0;;08.04.2022;New Phase 2
30500/01/02;5411212302700;Lucide LORAS - Table lamp - 1xG9 - Matt Gold / Brass;7;10.08.2022;;
30500/01/96;5411212302717;Lucide LORAS - Table lamp - 1xG9 - Matt Gold / Brass;64;;;
30567/01/30;5411212302670;Lucide ELIAS - Table lamp - 1xE27 - Black;40;30.06.2022;;
30570/02/02;5411212302526;Lucide GIADA - Table lamp - Ø 40 cm - 2xE27 - Matt Gold / Brass;16;30.06.2022;;
30571/01/30;5411212302588;Lucide OTTELIEN - Table lamp - 1xE27 - Black;48;;;
30594/81/72;5411212301338;Lucide CONOS - Table lamp - Ø 35 cm - 1xE27 - Light wood;32;10.08.2022;;
30669/05/30;5411212302533;Lucide JANTUANO - Desk lamp - Ø 18 cm - LED Dim. - GU10 - 1x5W 3000K - 3 StepDim - Black;81;;;
30672/01/30;5411212302434;Lucide PHILINE - Desk lamp - 1xGU10 - Black;73;;;
30770/02/02;5411212302571;Lucide GIADA - Floor lamp - Ø 45 cm - 2xE27 - Matt Gold / Brass;58;01.06.2022;;
30771/10/30;5411212302496;Lucide OTTELIEN - Floor lamp - Ø 23 cm - 1xE27 - Black;29;;08.04.2022;
30771/16/30;5411212302502;Lucide OTTELIEN - Floor lamp - Ø 23 cm - 1xE27 - Black;37;30.06.2022;;
30772/01/30;5411212302441;Lucide PHILINE - Floor reading lamp - 1xGU10 - Black;68;;;
30773/01/30;5411212302519;Lucide MESH - Floor lamp - Ø 46 cm - 1xE27 - Black;44;01.06.2022;;
30794/81/72;5411212301345;Lucide CONOS - Floor lamp - Ø 48 cm - 1xE27 - Light wood;0;01.06.2022;;
31472/04/15;5411212315205;Lucide ORIS - Pendant light - 4xE27 - Grey iron;30;;;
31472/04/72;5411212315250;Lucide ORIS - Pendant light - 4xE27 - Light wood;21;30.06.2022;;
31598/81/97;5411212315021;Lucide COFFEE - Table lamp - Ø 38,5 cm - 1xE27 - Brown;42;;08.04.2022;
31798/81/97;5411212315038;Lucide COFFEE - Floor lamp - Ø 55 cm - 1xE27 - Rust Brown;1;10.07.2022;;
31931/12/30;5411212315694;Lucide TALA LED - Ceiling spotlight - LED Dim to warm - GU10 - 1x12W 2200K/3000K - Black;71;;;
31931/12/31;5411212315700;Lucide TALA LED - Ceiling spotlight - LED Dim to warm - GU10 - 1x12W 2200K/3000K - White;102;;;
31931/24/30;5411212315717;Lucide TALA LED - Ceiling spotlight - LED Dim to warm - GU10 - 2x12W 2200K/3000K - Black;73;;;
31931/24/31;5411212315724;Lucide TALA LED - Ceiling spotlight - LED Dim to warm - GU10 - 2x12W 2200K/3000K - White;88;;;
31931/36/30;5411212315731;Lucide TALA LED - Ceiling spotlight - LED Dim to warm - GU10 - 3x12W 2200K/3000K - Black;51;;;
31931/36/31;5411212315748;Lucide TALA LED - Ceiling spotlight - LED Dim to warm - GU10 - 3x12W 2200K/3000K - White;53;;;
33158/10/31;5411212333636;Lucide MITRAX - Ceiling spotlight - LED Dim. - 2x5W 3000K - White;1;;;Liquidation
33158/14/31;5411212333803;Lucide MITRAX-LED - Ceiling spotlight - Ø 30 cm - LED Dim. - 3x5W 3000K - White;0;;;Liquidation
33158/15/31;5411212333810;Lucide MITRAX-LED - Ceiling spotlight - LED Dim. - 3x5W 3000K - White;1;;;Liquidation
33961/10/31;5411212333933;Lucide ROAX - Ceiling spotlight - LED Dim. - GU10 - 2x5W 3000K - White;0;;;Liquidation
33961/20/31;5411212333957;Lucide ROAX - Ceiling spotlight - LED Dim. - GU10 - 4x5W 3000K - White;70;;;
34400/29/36;5411212342232;Lucide ISLA - Pendant light - Ø 29 cm - 1xE14 - Grey;113;;;
34400/29/38;5411212342249;Lucide ISLA - Pendant light - Ø 29 cm - 1xE14 - Cream;162;;;
34400/29/66;5411212342263;Lucide ISLA - Pendant light - Ø 29 cm - 1xE14 - Pink;133;;;
34400/29/68;5411212342225;Lucide ISLA - Pendant light - Ø 29 cm - 1xE14 - Pastel Blue;274;;;
34424/50/76;5411212342805;Lucide BOUNDE - Pendant light - Ø 50 cm - 1xE27 - Wood;72;;;
34438/03/61;5411212343499;Lucide JULIUS - Pendant light - 3xE27 - Opal;0;05.07.2022;;New Phase 1
34438/03/65;5411212343444;Lucide JULIUS - Pendant light - 3xE27 - Smoke Grey;60;24.06.2022;01.05.2022;
34438/05/61;5411212343505;Lucide JULIUS - Pendant light - 5xE27 - Opal;0;05.07.2022;;New Phase 1
34438/05/65;5411212343451;Lucide JULIUS - Pendant light - 5xE27 - Smoke Grey;59;24.06.2022;;
34438/20/61;5411212343468;Lucide JULIUS - Pendant light - Ø 20 cm - 1xE27 - Opal;0;05.07.2022;;New Phase 1
34438/20/65;5411212343321;Lucide JULIUS - Pendant light - Ø 20 cm - 1xE27 - Smoke Grey;137;01.06.2022;01.05.2022;
34438/28/61;5411212343475;Lucide JULIUS - Pendant light - Ø 28 cm - 1xE27 - Opal;0;05.07.2022;;New Phase 1
34438/28/65;5411212343338;Lucide JULIUS - Pendant light - Ø 28 cm - 1xE27 - Smoke Grey;205;01.06.2022;;
34438/40/61;5411212343482;Lucide JULIUS - Pendant light - Ø 40 cm - 1xE27 - Opal;0;05.07.2022;;New Phase 1
34438/40/65;5411212343345;Lucide JULIUS - Pendant light - Ø 40 cm - 1xE27 - Smoke Grey;117;;01.05.2022;
34539/81/41;5411212343383;Lucide ROBIN - Table lamp - Ø 26 cm - 1xE27 - Taupe;142;;;
34540/03/30;5411212343390;Lucide MIRASOL - Table lamp - Ø 25 cm - 3xG9 - Black;84;01.06.2022;;
34540/03/31;5411212343406;Lucide MIRASOL - Table lamp - Ø 25 cm - 3xG9 - White;33;24.06.2022;01.05.2022;
34738/01/61;5411212343512;Lucide JULIUS - Floor lamp - 1xE27 - Opal;0;05.07.2022;;New Phase 1
34738/01/65;5411212343437;Lucide JULIUS - Floor lamp - Ø 28 cm - 1xE27 - Smoke Grey;102;;;
35100/11/31;5411212351432;Lucide GIPSY - Ceiling spotlight - Ø 7 cm - 1xGU10 - White;97;;;
35100/14/31;5411212351449;Lucide GIPSY - Ceiling spotlight - Ø 7 cm - 1xGU10 - White;0;;01.04.2022;
35100/17/31;5411212351456;Lucide GIPSY - Ceiling spotlight - Ø 7 cm - 1xGU10 - White;30;;01.04.2022;
35101/14/31;5411212351425;Lucide GIPSY - Ceiling spotlight - 1xGU10 - White;37;30.06.2022;;
35200/18/31;5411212351494;Lucide GIPSY - Wall light - 1xG9 - White;0;30.06.2022;01.04.2022;
35201/18/31;5411212351500;Lucide GIPSY - Wall light - 1xG9 - White;116;20.07.2022;;
35203/13/31;5411212351418;Lucide GIPSY - Wall light - 1xG9 - White;57;;;
35208/01/31;5411212351524;Lucide GIPSY - Wall light - 1xG9 - White;178;;;
35208/01/41;5411212351531;Lucide GIPSY - Wall light - 1xG9 - Taupe;59;;;
35214/02/02;5411212351838;Lucide POLYGON - Wall spotlight - 2xGU10 - Matt Gold / Brass;0;01.06.2022;;New Phase 1
35400/25/31;5411212351463;Lucide GIPSY - Pendant light - Ø 7 cm - 1xGU10 - White;29;20.07.2022;01.04.2022;
35406/16/31;5411212351562;Lucide GIPSY - Pendant light - Ø 16,5 cm - 1xE27 - White;40;01.06.2022;;
35410/04/30;5411212351616;Lucide GIPSY - Pendant light - 4xE27 - Black;54;;;
35411/04/41;5411212351630;Lucide GIPSY - Pendant light - 4xE27 - Taupe;64;;;
35413/01/30;5411212351951;Lucide FLORIS - Pendant light - Ø 5,9 cm - 1xGU10 - Black;0;30.06.2022;;New Phase 1
35413/01/33;5411212351968;Lucide FLORIS - Pendant light - Ø 5,9 cm - 1xGU10 - Green;0;30.06.2022;;New Phase 1
35414/05/02;5411212351876;Lucide POLYGON - Pendant light - Ø 56,5 cm - 5xGU10 - Matt Gold / Brass;0;01.06.2022;;New Phase 1
35414/15/02;5411212351845;Lucide POLYGON - Pendant light - Ø 5,6 cm - 1xGU10 - Matt Gold / Brass;0;01.06.2022;;New Phase 1
35414/30/02;5411212351852;Lucide POLYGON - Pendant light - Ø 5,6 cm - 1xGU10 - Matt Gold / Brass;0;01.06.2022;;New Phase 1
35414/45/02;5411212351869;Lucide POLYGON - Pendant light - Ø 5,6 cm - 1xGU10 - Matt Gold / Brass;0;01.06.2022;;New Phase 1
35911/08/30;5411212351654;Lucide YUMIKO - Ceiling spotlight - Ø 7,8 cm - LED Dim. - 1x10W 2700K - Black;18;01.06.2022;;
35911/08/31;5411212351661;Lucide YUMIKO - Ceiling spotlight - Ø 7,8 cm - LED Dim. - 1x10W 2700K - White;0;01.06.2022;;
35911/16/30;5411212351678;Lucide YUMIKO - Ceiling spotlight - Ø 7,8 cm - LED Dim. - 2x10W 2700K - Black;0;;01.04.2022;
35911/16/31;5411212351685;Lucide YUMIKO - Ceiling spotlight - Ø 7,8 cm - LED Dim. - 2x10W 2700K - White;42;20.07.2022;;
35913/01/30;5411212351760;Lucide FLORIS - Ceiling spotlight - Ø 10 cm - 1xGU10 - Black;94;01.06.2022;;
35913/01/33;5411212351777;Lucide FLORIS - Ceiling spotlight - Ø 10 cm - 1xGU10 - Green;106;01.06.2022;;
35913/02/30;5411212351784;Lucide FLORIS - Ceiling spotlight - 2xGU10 - Black;97;01.06.2022;;
35913/02/33;5411212351791;Lucide FLORIS - Ceiling spotlight - 2xGU10 - Green;109;01.06.2022;;
35914/01/02;5411212351807;Lucide POLYGON - Ceiling spotlight - 1xGU10 - Matt Gold / Brass;0;01.06.2022;;New Phase 1
35914/02/02;5411212351814;Lucide POLYGON - Ceiling spotlight - 2xGU10 - Matt Gold / Brass;0;01.06.2022;;New Phase 1
35914/13/02;5411212351821;Lucide POLYGON - Ceiling spotlight - Ø 22 cm - 3xGU10 - Matt Gold / Brass;0;01.06.2022;;New Phase 1
36213/31/30;5411212361141;Lucide REFLEX - Mirror light - 1xE27 - Black;94;01.06.2022;;
36213/31/72;5411212361158;Lucide REFLEX - Mirror light - 1xE27 - Light wood;91;;;
36612/03/30;5411212361080;Lucide GILLY - Desk lamp - LED - 1x3W 2700K - Black;129;;;
36612/03/31;5411212361097;Lucide GILLY - Desk lamp - LED - 1x3W 2700K - White;96;;;
36712/05/30;5411212361110;Lucide GILLY - Floor reading lamp - LED - 1x5W 2700K - Black;81;10.06.2022;;
36712/05/31;5411212361127;Lucide GILLY - Floor reading lamp - LED - 1x5W 2700K - White;34;10.06.2022;;
37100/50/30;5411212370662;Lucide POLARIS - Flush ceiling light - Ø 55,7 cm - LED Dim to warm - 1x50W 2700K/4000K - Black;29;;;Liquidation
37101/40/30;5411212370679;Lucide POLARIS - Flush ceiling light - LED Dim to warm - 1x40W 2700K/4000K - Black;39;;;
37101/50/30;5411212370686;Lucide POLARIS - Flush ceiling light - LED Dim to warm - 1x50W 2700K/4000K - Black;159;;;
39210/07/11;5411212390608;Lucide BELPA-LED - Mirror light Bathroom - LED - 1x7W 4000K - IP44 - Chrome;86;;;
39210/10/11;5411212390615;Lucide BELPA-LED - Mirror light Bathroom - LED - 1x10W 4000K - IP44 - Chrome;67;;;
39211/10/11;5411212390622;Lucide ALPA-LED - Mirror light Bathroom - LED - 1x10W 4000K - IP44 - Chrome;81;;;
39220/01/41;5411212390677;Lucide TANNER - Wall light - 1xE27 - Black;178;;;
39220/01/76;5411212390684;Lucide TANNER - Wall light - 1xE27 - Black;128;;;
39420/01/41;5411212390691;Lucide TANNER - Pendant light - 1xE27 - Black;28;;;
39520/01/41;5411212390714;Lucide TANNER - Table lamp - 1xE27 - Black;207;;;
39520/01/76;5411212390721;Lucide TANNER - Table lamp - 1xE27 - Light wood;98;;;
42702/81/30;5411212420909;Lucide JOLLI - Floor lamp - Ø 50 cm - 1xE27 - Black;8;;;Liquidation
43104/30/30;5411212430564;Lucide MESH - Flush ceiling light - Ø 29,5 cm - 1xE27 - Black;126;;;
43401/31/30;5411212430236;Lucide BRASSY-BIS - Pendant light - Ø 31 cm - 1xE27 - Black;160;;;
43404/15/30;5411212430373;Lucide MESH - Pendant light - Ø 15 cm - 1xE27 - Black;114;;;
43404/22/30;5411212430380;Lucide MESH - Pendant light - Ø 22 cm - 1xE27 - Black;99;;;
43404/28/30;5411212430397;Lucide MESH - Pendant light - Ø 28 cm - 1xE27 - Black;257;01.06.2022;;
43408/24/30;5411212430489;Lucide GALLA - Pendant light - Ø 25 cm - 1xE27 - Black;101;;;
43408/24/31;5411212430496;Lucide GALLA - Pendant light - Ø 25 cm - 1xE27 - White;100;;;
43408/24/36;5411212430502;Lucide GALLA - Pendant light - Ø 25 cm - 1xE27 - Grey;111;;;
45101/40/65;5411212452085;Lucide OLIVIA - Flush ceiling light - Ø 40 cm - 3xE27 - Smoke Grey;0;;08.04.2022;New Phase 2
45148/45/30;5411212451903;Lucide MELOPEE - Flush ceiling light - Ø 45 cm - 1xE27 - Black;56;;;
45148/45/37;5411212451910;Lucide MELOPEE - Flush ceiling light - Ø 45 cm - 1xE27 - Turquoise;50;;;
45149/30/30;5411212451927;Lucide ELODIE - Flush ceiling light - Ø 30 cm - 1xE27 - Black;46;;;
45149/30/37;5411212451934;Lucide ELODIE - Flush ceiling light - Ø 30 cm - 1xE27 - Turquoise;48;;;
45149/56/30;5411212451941;Lucide ELODIE - Flush ceiling light - Ø 56 cm - 1xE27 - Black;47;;;
45149/56/37;5411212451958;Lucide ELODIE - Flush ceiling light - Ø 56 cm - 1xE27 - Turquoise;50;;;
45150/01/30;5411212451866;Lucide BINK - Flush ceiling light - Ø 25 cm - 1xE27 - Black;48;;;
45150/01/33;5411212451873;Lucide BINK - Flush ceiling light - Ø 25 cm - 1xE27 - Green;55;;;
45150/01/35;5411212451880;Lucide BINK - Flush ceiling light - Ø 25 cm - 1xE27 - Blue;62;;;
45150/01/44;5411212451897;Lucide BINK - Flush ceiling light - Ø 25 cm - 1xE27 - Ocher Yellow;60;;;
45174/04/02;5411212450913;Lucide TYCHO - Flush ceiling light - Ø 22,5 cm - 4xG9 - Matt Gold / Brass;46;;08.04.2022;
45174/04/30;5411212450920;Lucide TYCHO - Flush ceiling light - Ø 22,5 cm - 4xG9 - Black;56;;;
45177/30/65;5411212451002;Lucide JUDI - Flush ceiling light - Ø 30,5 cm - 1xE27 - Smoke Grey;983;30.06.2022;;
45179/03/30;5411212451057;Lucide ANAKA - Flush ceiling light - 3xE27 - Black;41;09.06.2022;;
45179/13/30;5411212451064;Lucide ANAKA - Flush ceiling light - Ø 30 cm - 3xE27 - Black;91;;29.03.2022;
45185/30/02;5411212451132;Lucide MESH - Flush ceiling light - Ø 30 cm - 1xE27 - Matt Gold / Brass;60;;;
45185/30/30;5411212451149;Lucide MESH - Flush ceiling light - Ø 30 cm - 1xE27 - Black;38;30.06.2022;29.03.2022;
45192/81/30;5411212451385;Lucide TAMPA - Flush ceiling light - Ø 12 cm - 1xE27 - Black;62;;;
45196/01/30;5411212451705;Lucide SIEMON - Flush ceiling light - Ø 25 cm - 1xE27 - Black;51;01.06.2022;;
45196/01/33;5411212451712;Lucide SIEMON - Flush ceiling light - Ø 25 cm - 1xE27 - Green;40;09.06.2022;;
45196/01/35;5411212451729;Lucide SIEMON - Flush ceiling light - Ø 25 cm - 1xE27 - Blue;35;;;
45196/01/44;5411212451736;Lucide SIEMON - Flush ceiling light - Ø 25 cm - 1xE27 - Ocher Yellow;29;;;
45200/01/30;5411212451804;Lucide BONNI - Wall light - 1xG9 - Black;211;;;
45200/01/33;5411212451811;Lucide BONNI - Wall light - 1xG9 - Green;118;;;
45200/01/35;5411212451828;Lucide BONNI - Wall light - 1xG9 - Pastel Blue;119;;;
45201/01/30;5411212451835;Lucide BENNI - Wall light - 1xG9 - Black;202;;;
45201/01/33;5411212451842;Lucide BENNI - Wall light - 1xG9 - Green;103;;;
45201/01/35;5411212451859;Lucide BENNI - Wall light - 1xG9 - Pastel Blue;114;;;
45252/01/97;5411212450371;Lucide HONORE - Wall light - 1xE14 - Rust Brown;179;;;
45252/11/97;5411212450388;Lucide HONORE - Wall light - 1xE14 - Rust Brown;45;01.06.2022;08.04.2022;
45259/01/30;5411212451361;Lucide BASKETT - Wall light - 1xE27 - Black;115;;;
45265/01/30;5411212450654;Lucide SCOTT - Wall light - 1xE27 - Black;1952;30.06.2022;30.03.2022;
