"Item number","Product name (English)",Category,"Web category",Colli,box,"Country of origin","Related products","Last updated",Status,Inventory,"Inventory incl. future deliveries","Date available","Must be assembled","Master box length (cm)","Master box width (cm)","Master box height (cm)","Product box length (cm)","Product box width (cm)","Product box height (cm)",CBM,"CBM - Product","Suitable for package shipment","Wholesale price (EUR)","Retail price (EUR)",EAN,Materials,FSC,Colour,Size,"Net weight (g)","Gross weight (g)","Wattage (W)",Socket,"CE approved","CCC approved","Longevity (hrs)",Kelvin,"Cable length (cm)",Dimmable,"Incl. Bulb",Battery,"Image URL",Packshots01,Packshots02,Packshots03,Packshots04,Packshots05,Packshots06,Packshots07,Packshots08,Packshots09,Packshots10,Close-ups01,Close-ups02,Close-ups03,Close-ups04,Close-ups05,Close-ups06,Close-ups07,Close-ups08,Close-ups09,Close-ups10,Styleshots01,Styleshots02,Styleshots03,Styleshots04,Styleshots05,Styleshots06,Styleshots07,Styleshots08,Styleshots09,Styleshots10,"Plug type",Connection,"Link - CE certificate",Diameter
160606,"Paperweight, glass, white",General,"Workspace - Bookends,Workspace - Stationery",4,4,China,"160303,160501,160503,160504,160505,160506,160603,160604,160605,160906","31.01.2022 23:05","To be discontinued",43,43,31.01.2022,No,36,36,20,17,17,17,"0,026","0,006",Yes,"31,00","81,00",5712772063682,"Glass,Paper",No,White,ø16cm,5.300,5.830,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/160606.jpg,https://images.hubsch-interior.com/images/160606.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_403.jpg,https://images.hubsch-interior.com/images/hubsch_ss19_280.jpg,,,,,,,,,,,,16
160607,"Paperweight, glass, amber",General,"Workspace - Bookends,Workspace - Stationery",12,12,China,"160505,160506,160702,160905","31.01.2022 23:05","To be discontinued",123,123,31.01.2022,No,22,22,19,10,10,5,"0,009","0,001",Yes,"7,10","20,00",5712772063699,"Glass,Paper",No,Amber,ø10xh5cm,700,770,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/160607.jpg,https://images.hubsch-interior.com/images/160607.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_120.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_113.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_102.jpg,https://images.hubsch-interior.com/images/hubsch_ss19_296.jpg,https://images.hubsch-interior.com/images/hubsch_ss19_271.jpg,,,,,,,,,10
160704,"Paperweight, glass, blue/green/gold",General,"Workspace - Bookends,Workspace - Stationery",12,12,China,"160503,160601,160602,160703","31.01.2022 23:05","To be discontinued",77,77,31.01.2022,No,36,25,25,11,11,11,"0,023","0,002",Yes,"9,60","27,00",5712772065761,"Glass,Paper",No,"Blue,Green",ø10cm,1.250,1.375,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/160704.jpg,https://images.hubsch-interior.com/images/160704.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
160705,"Paperweight, glass, purple/white",General,"Workspace - Bookends,Workspace - Stationery",12,12,China,"160503,160602,160904","31.01.2022 23:05","To be discontinued",399,399,31.01.2022,No,36,25,25,11,11,11,"0,023","0,002",Yes,"9,60","27,00",5712772065778,"Glass,Paper",No,"Purple,White",ø10cm,1.250,1.375,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/160705.jpg,https://images.hubsch-interior.com/images/160705.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
160901,"Swirl Paperweight (set of 2)","General,Sets","Workspace - Bookends,Workspace - Stationery",6,6,China,,"31.01.2022 23:05","To be discontinued",6,6,31.01.2022,No,27,18,24,8,8,10,"0,012","0,002",Yes,"8,40","24,00",5712772069790,"Glass,Paper",No,"Blue,Pink",ø7xh10cm,700,770,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/160901.jpg,https://images.hubsch-interior.com/images/160901.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_107.jpg,,,,,,,,,,,,,7
160906,"Fleur Paperweight","General,Glass","Workspace - Bookends,Workspace - Stationery",4,4,China,160606,"31.01.2022 23:05","To be discontinued",11,11,31.01.2022,No,36,36,19,17,17,17,"0,025","0,006",Yes,"32,50","85,00",5712772069844,"Glass,Paper",No,Pink,ø16cm,5.720,6.292,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/160906.jpg,https://images.hubsch-interior.com/images/160906.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_81.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_125.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_76.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_134.jpg,,,,,,,,,,16
161301,"Kaleido Vase Light blue","General,Glass,Vases","Vases - Glass vases",4,4,China,,"31.01.2022 23:05",Active,396,396,31.01.2022,No,39,39,36,19,19,35,"0,055","0,014",Yes,"26,50","74,00",5712772109182,Glass,No,"Light blue,Brown,Purple,Yellow",ø15xh30cm,2.450,2.950,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/161301.jpg,https://images.hubsch-interior.com/images/161301.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw21_040.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_025.jpg,,,,,,,,,,,,15
161302,"Kaleido Vase Burgundy","General,Glass,Vases","Vases - Glass vases",4,4,China,,"31.01.2022 23:05",Active,371,371,31.01.2022,No,39,39,36,19,19,35,"0,055","0,014",Yes,"26,50","74,00",5712772109212,Glass,No,"Burgundy,Brown,Green,Yellow",ø15xh30cm,2.450,2.950,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/161302.jpg,https://images.hubsch-interior.com/images/161302.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss21_002.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_078.jpg,,,,,,,,,,,,15
161303,"Kaleido Vase Swirl","General,Glass,Vases","Vases - Glass vases",4,4,China,,"31.01.2022 23:05",Active,579,579,31.01.2022,No,39,39,36,19,19,35,"0,055","0,014",Yes,"26,50","74,00",5712772109243,Glass,No,"Blue,Yellow",ø15xh30cm,2.450,2.950,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/161303.jpg,https://images.hubsch-interior.com/images/161303.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss21_014.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_015.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_075.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_024.jpg,,,,,,,,,,15
161501,"Confetti Bowls (set of 2)","General,Glass,Kitchen,Sets","Kitchen accessories,Kitchen accessories - Tableware,News",4,4,China,,"31.01.2022 23:05",Active,0,270,03.06.2022,No,66,34,32,32,32,15,"0,072","0,018",Yes,"44,00","110,00",5712772121993,Glass,No,Multi-coloured,"ø15xh7, ø26xh8cmcm",2.150,2.400,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/161501.jpg,https://images.hubsch-interior.com/images/161501.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw22_075.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_130.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_070.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_114.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_076.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_080.jpg,,,,,,,,"15, 26"
161502,"Creek Paperweight","General,Glass","Workspace - Bookends,Workspace,Workspace - Stationery,News",12,12,China,,"31.01.2022 23:05",Active,0,516,03.06.2022,No,26,22,22,10,10,6,"0,013","0,001",Yes,"7,70","22,00",5712772122020,Glass,No,"Amber,Burgundy,Glitter",ø9xh5cm,820,900,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/161502.jpg,https://images.hubsch-interior.com/images/161502.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw22_156.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_155.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_157.jpg,,,,,,,,,,,9
161503,"Stream Paperweight","General,Glass","Workspace,Workspace - Bookends,Workspace - Stationery,News",4,4,China,,"31.01.2022 23:05",Active,0,351,03.06.2022,No,22,22,18,10,10,15,"0,009","0,002",Yes,"20,50","57,00",5712772122051,Glass,No,"Blue,Clear",ø9xh14cm,2.000,2.200,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/161503.jpg,https://images.hubsch-interior.com/images/161503.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw22_147.jpg,,,,,,,,,,,,,9
161504,"Aurora Paperweight","General,Glass","Workspace,Workspace - Bookends,Workspace - Stationery,News",4,4,China,,"31.01.2022 23:05",Active,0,348,03.06.2022,No,22,22,19,10,10,16,"0,009","0,002",Yes,"22,00","62,00",5712772122082,Glass,No,"Blue,Green,Pink,Red,Yellow",ø9xh15cm,2.000,2.200,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/161504.jpg,https://images.hubsch-interior.com/images/161504.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw22_158.jpg,,,,,,,,,,,,,9
170101,"Harvest Baskets Black (set of 2)","General,Sets","Storage - Baskets",2,1,Indonesia,"030402,170102,170106","31.01.2022 23:05","To be discontinued",35,35,31.01.2022,No,51,51,38,51,51,38,"0,099","0,099",Yes,"53,00","140,00",5712772047200,Rattan,No,Black,"ø41xh29, ø49xh35cm",1.000,1.100,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/170101.jpg,https://images.hubsch-interior.com/images/170101.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_427.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_019.jpg,,,,,,,,,,,,"41, 49"
170102,"Harvest Baskets Nature (set of 2)","General,Sets","Storage - Baskets,Bestseller",2,1,Indonesia,"030405,170101,170106","31.01.2022 23:05","To be discontinued",2,2,31.01.2022,No,51,51,38,51,51,38,"0,099","0,099",Yes,"53,00","140,00",5712772047217,Rattan,No,Nature,"ø41xh29, ø49xh35cm",1.000,1.100,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/170102.jpg,https://images.hubsch-interior.com/images/170102.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41, 49"
170109,"Basket, polyrattan/bamboo, blue/nature, s/3",General,"Storage - Baskets",2,1,Indonesia,"170108,529003","31.01.2022 23:05","To be discontinued",25,25,31.01.2022,No,53,35,30,53,35,30,"0,056","0,056",Yes,"37,00","96,00",5712772047286,"Polyester (80%)",No,"Blue,Nature","34x23xh17, 42x28xh21, 50x32xh26cm",2.000,2.500,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/170109.jpg,https://images.hubsch-interior.com/images/170109.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
170114,"Basket, gajih, nature, s/3",General,"Storage - Baskets",2,1,Indonesia,"178003,820101","31.01.2022 23:05","To be discontinued",5,5,31.01.2022,No,43,43,45,43,43,45,"0,083","0,083",Yes,"63,00","160,00",5712772047330,Raffia,No,Nature,"ø30xh35, ø37xh40, ø41xh43cm",2.000,2.500,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/170114.jpg,https://images.hubsch-interior.com/images/170114.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30, 37, 41"
170404,"Vantage Baskets Small (set of 2)","General,Sets","Storage - Baskets",2,1,Indonesia,"030403,030407,030604,030805,170106,170405,170505,170602,266003,520504","31.01.2022 23:05",Active,0,117,19.06.2022,No,49,39,47,49,39,47,"0,090","0,090",Yes,"71,00","180,00",5712772058190,Bamboo,No,Nature,"37x36xh29, 38x47xh33cm",1.500,1.650,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/170404.jpg,https://images.hubsch-interior.com/images/170404.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
170502,"Basket w/white bottom, bamboo, white/nature, s/2","General,Sets","Storage - Baskets",2,1,Indonesia,170504,"31.01.2022 23:05","To be discontinued",35,35,31.01.2022,No,53,53,50,53,53,50,"0,140","0,140",Yes,"59,00","150,00",5712772062418,"Bamboo,Rattan",No,"Nature,White","ø38xh31, ø52xh33cm",1.000,1.500,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/170502.jpg,https://images.hubsch-interior.com/images/170502.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38, 52"
170503,"Basket w/grey bottom, bamboo, grey/nature, s/2","General,Sets","Storage - Baskets",2,1,Indonesia,170504,"31.01.2022 23:05","To be discontinued",30,30,31.01.2022,No,53,53,50,53,53,50,"0,140","0,140",Yes,"59,00","150,00",5712772062425,"Bamboo,Rattan",No,"Black,Grey,Nature","ø38xh31, ø52xh33cm",1.000,1.500,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/170503.jpg,https://images.hubsch-interior.com/images/170503.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_387.jpg,,,,,,,,,,,,,"38, 52"
170504,"Stribe Basket (set of 2)","General,Sets","Storage - Baskets",2,1,Indonesia,"170502,170503,529003,529007","31.01.2022 23:05","To be discontinued",41,41,31.01.2022,No,42,42,37,42,42,37,"0,065","0,065",Yes,"54,00","140,00",5712772062432,Bamboo,No,Grey,"ø34xh30, ø40xh35cm",800,880,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/170504.jpg,https://images.hubsch-interior.com/images/170504.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_389.jpg,,,,,,,,,,,,,"34, 40"
170601,"Sense Baskets Nature (set of 3)","General,Sets","Storage - Baskets",2,2,Indonesia,030805,"31.01.2022 23:05","To be discontinued",1,1,31.01.2022,No,83,42,40,83,42,40,"0,139","0,070",Yes,"54,00","140,00",5712772064344,Bamboo,No,Nature,"ø30xh26, ø35xh32, ø40xh36cm",3.000,4.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/170601.jpg,https://images.hubsch-interior.com/images/170601.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss21_002.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_027.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_043.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_015.jpg,,,,,,,,,,"30, 35, 40"
170801,"Weave Baskets (set of 2)","General,Sets","Storage - Baskets",2,1,Indonesia,510801,"31.01.2022 23:05",Active,0,22,19.06.2022,No,43,43,44,43,43,44,"0,081","0,081",Yes,"83,00","200,00",5712772067956,Rattan,No,Nature,"ø32xh36, ø41xh42cm",1.400,1.500,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/170801.jpg,https://images.hubsch-interior.com/images/170801.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss20_121.jpg,https://images.hubsch-interior.com/images/hubsch_ss19_285.jpg,,,,,,,,,,,,"32, 41"
170802,"Blackie Baskets (Set of 2)","General,Sets","Storage - Baskets",2,1,Indonesia,,"31.01.2022 23:05","To be discontinued",110,110,31.01.2022,No,33,33,24,33,33,24,"0,026","0,026",Yes,"52,00","140,00",5712772067963,Rattan,No,"Black,Nature","ø25xh19, ø30xh20cm",1.000,2.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/170802.jpg,https://images.hubsch-interior.com/images/170802.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25, 30"
170803,"Basket, rattan, nature, s/2","General,Sets","Storage - Baskets",2,1,Indonesia,170602,"31.01.2022 23:05","To be discontinued",5,5,31.01.2022,No,54,54,53,54,54,53,"0,155","0,155",Yes,"68,00","180,00",5712772067970,Rattan,No,Nature,"ø43xh46, ø49xh50cm",2.500,3.500,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/170803.jpg,https://images.hubsch-interior.com/images/170803.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43, 49"
171301,"Vantage Baskets Large (set of 2)","General,Sets","Storage - Baskets",2,2,Indonesia,,"31.01.2022 23:05",Active,0,88,19.06.2022,No,114,60,74,114,60,74,"0,506","0,253",Yes,"105,00","250,00",5712772113622,Bamboo,No,Nature,"ø49xh66, ø56xh71cm",4.000,5.500,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/171301.jpg,https://images.hubsch-interior.com/images/171301.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw21_015.jpg,,,,,,,,,,,,,"49, 56"
178003,"Basket w/white edge, round, seagrass, white, s/3","General,Sets","Storage - Baskets",2,1,Indonesia,170114,"31.01.2022 23:05","To be discontinued",31,31,31.01.2022,No,42,42,40,42,42,40,"0,071","0,071",Yes,"68,00","180,00",5712772036051,Seagrass,No,Nature,"ø28xh24, ø33xh29, ø38xh32cm",3.000,4.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/178003.jpg,https://images.hubsch-interior.com/images/178003.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28, 33, 38"
180503,"Laundry basket, squar, washablepaper, grey/black, s/2","General,Sets","Storage - Baskets",4,12,China,"180504,180505","31.01.2022 23:05","To be discontinued",164,164,31.01.2022,No,0,0,0,0,0,0,"0,000","0,000",Yes,"32,50","85,00",5712772061442,Paper,No,"Black,Grey","38x25xh50, 39x34xh55cm",700,770,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/180503.jpg,https://images.hubsch-interior.com/images/180503.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_322.jpg,,,,,,,,,,,,,0
180504,"Laundry basket, squar, washablepaper, blue/beige, s/2","General,Sets","Storage - Baskets",4,12,China,"180503,180505","31.01.2022 23:05","To be discontinued",277,277,31.01.2022,No,0,0,0,0,0,0,"0,000","0,000",Yes,"32,50","85,00",5712772061459,Paper,No,"Beige,Blue,Brown","38x25xh50, 39x34xh55cm",700,770,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/180504.jpg,https://images.hubsch-interior.com/images/180504.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_453.jpg,,,,,,,,,,,,,0
180506,"Pouch, squar, washablepaper, sand, s/3",General,Lifestyle,6,30,China,"180507,230601","31.01.2022 23:05","To be discontinued",12,12,31.01.2022,No,0,0,0,0,0,0,"0,000","0,000",Yes,"17,00","48,00",5712772061473,Paper,No,"Beige,Grey,Sand","19x4xh4, 17x5xh12, 21x6xh16cm",140,154,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/180506.jpg,https://images.hubsch-interior.com/images/180506.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
180507,"Pouch, squar, washablepaper, white, s/3","General,Sets",Lifestyle,6,30,China,"180506,180508,230601,260801","31.01.2022 23:05","To be discontinued",147,147,31.01.2022,No,0,0,0,0,0,0,"0,000","0,000",Yes,"17,00","48,00",5712772061480,Paper,No,White,"19x4xh4, 17x5xh12, 21x6xh16cm",140,154,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/180507.jpg,https://images.hubsch-interior.com/images/180507.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_399.jpg,,,,,,,,,,,,,0
180508,"Pouch, squar, washablepaper, blue, s/3","General,Sets","Lifestyle,Good Offers",6,30,China,"180507,230601,260802","31.01.2022 23:05","To be discontinued",86,86,31.01.2022,No,0,0,0,0,0,0,"0,000","0,000",Yes,"17,00","48,00",5712772061497,Paper,No,Blue,"19x4xh4, 17x5xh12, 21x6xh16cm",140,154,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/180508.jpg,https://images.hubsch-interior.com/images/180508.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_474.jpg,https://images.hubsch-interior.com/images/hubsch_ss19_339.jpg,https://images.hubsch-interior.com/images/hubsch_ss19_312.jpg,,,,,,,,,,,0
180901,"Balloon Vase Green","General,Glass,Vases","Vases - Glass vases",6,6,China,"180902,180903,480801","31.01.2022 23:05","To be discontinued",0,1416,19.07.2022,No,67,45,23,22,22,23,"0,069","0,012",Yes,"10,50","29,00",5712772069851,Glass,No,Green,ø21xh20cm,1.078,1.186,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/180901.jpg,https://images.hubsch-interior.com/images/180901.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_113.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_86.jpg,,,,,,,,,,,,21
180902,"Balloon Vase Pink","General,Glass,Vases","Vases - Glass vases",6,6,China,"180901,180903,480801","31.01.2022 23:05",Active,0,1039,19.07.2022,No,43,30,24,14,14,22,"0,031","0,005",Yes,"8,30","23,00",5712772069868,Glass,No,Pink,ø13xh20cm,560,615,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/180902.jpg,https://images.hubsch-interior.com/images/180902.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_82.jpg,,,,,,,,,,,,,13
180903,"Balloon Vase Smoked","General,Glass,Vases","Vases - Glass vases",6,6,China,"180901,180902,480801","31.01.2022 23:05",Active,0,1226,19.07.2022,No,61,42,34,20,20,31,"0,087","0,015",Yes,"13,00","36,00",5712772069875,Glass,No,Smoked,ø19xh30cm,1.000,1.100,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/180903.jpg,https://images.hubsch-interior.com/images/180903.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_94.jpg,,,,,,,,,,,,,19
180904,"Elements Vases (set of 3)","General,Glass,Sets","Vases - Glass vases",3,3,China,"180905,180906,180907,660805","31.01.2022 23:05",Active,356,1016,31.01.2022,No,26,53,24,16,22,20,"0,033","0,011",Yes,"29,50","83,00",5712772069882,Glass,No,Amber,"12x7xh13, 16x9xh18, 12x7xh20cm",2.740,3.014,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/180904.jpg,https://images.hubsch-interior.com/images/180904.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_94.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_106.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_97.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_82.jpg,,,,,,,,,,0
180905,"Vase, glass, clear, s/3","General,Glass,Vases,Sets","Vases - Glass vases",3,3,China,"180904,180906,180907","31.01.2022 23:05","To be discontinued",531,531,31.01.2022,No,26,53,24,16,22,20,"0,033","0,011",Yes,"23,50","66,00",5712772069899,Glass,No,Clear,"12x7xh13, 16x9xh18, 12x7xh20cm",3.000,3.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/180905.jpg,https://images.hubsch-interior.com/images/180905.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss20_141.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_159.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_121.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_130.jpg,,,,,,,,,,0
180906,"Elements Triangle Vases  Blue (set of 3)","General,Glass,Sets,Vases","Vases - Glass vases",3,3,China,"180904,180905,180907","31.01.2022 23:05","To be discontinued",443,443,31.01.2022,No,53,49,35,24,20,27,"0,091","0,030",Yes,"29,50","83,00",5712772069905,Glass,No,Blue,"10x10xh11, 10x10xh20, 15x14xh28cm",3.880,4.268,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/180906.jpg,https://images.hubsch-interior.com/images/180906.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_92.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_87.jpg,,,,,,,,,,,,0
180907,"Elements Triangle Vases  Clear (set of 3)","General,Glass,Sets,Vases","Vases - Glass vases",3,3,China,"180904,180905,180906","31.01.2022 23:05",Active,423,1083,31.01.2022,No,53,49,35,24,20,27,"0,091","0,030",Yes,"29,50","83,00",5712772069912,Glass,No,Clear,"10x10xh11, 10x10xh20, 15x14xh28cm",4.000,4.400,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/180907.jpg,https://images.hubsch-interior.com/images/180907.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw19_110.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_82.jpg,,,,,,,,,,,,0
