"Item number","Product name (English)",Category,"Web category",Colli,box,"Country of origin","Related products","Last updated",Status,Inventory,"Inventory incl. future deliveries","Date available","Must be assembled","Master box length (cm)","Master box width (cm)","Master box height (cm)","Product box length (cm)","Product box width (cm)","Product box height (cm)",CBM,"CBM - Product","Suitable for package shipment","Wholesale price (EUR)","Retail price (EUR)",EAN,Materials,FSC,Colour,Size,"Net weight (g)","Gross weight (g)","Wattage (W)",Socket,"CE approved","CCC approved","Longevity (hrs)",Kelvin,"Cable length (cm)",Dimmable,"Incl. Bulb",Battery,"Image URL",Packshots01,Packshots02,Packshots03,Packshots04,Packshots05,Packshots06,Packshots07,Packshots08,Packshots09,Packshots10,Close-ups01,Close-ups02,Close-ups03,Close-ups04,Close-ups05,Close-ups06,Close-ups07,Close-ups08,Close-ups09,Close-ups10,Styleshots01,Styleshots02,Styleshots03,Styleshots04,Styleshots05,Styleshots06,Styleshots07,Styleshots08,Styleshots09,Styleshots10,"Plug type",Connection,"Link - CE certificate",Diameter
101301,"Amber Daybed","Fabric furniture,Furniture,General,Sofas,Textiles,Wood","Seating - Sofas & daybeds",1,1,China,,"31.01.2022 23:05",Active,161,161,31.01.2022,Yes,186,89,19,186,89,19,"0,315","0,315",Yes,"445,00","979,00",5712772108017,"Oak wood,Polyester (100%)",No,"Beige,Nature,Orange",180x80xh52cm,21.000,27.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/101301.jpg,https://images.hubsch-interior.com/images/101301.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/101301_cu_ss21_04.jpg,https://images.hubsch-interior.com/images/101301_cu_ss21_02.jpg,https://images.hubsch-interior.com/images/101301_cu_ss21_01.jpg,https://images.hubsch-interior.com/images/101301_cu_ss21_03.jpg,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw22_098.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_014.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_095.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_099.jpg,,,,,,,,,,0
101401,"Shade Sofa Black/Grey","Fabric furniture,Furniture,General,Sofas,Textiles","Seating - Sofas & daybeds",1,1,China,,"31.01.2022 23:05","To be discontinued",14,14,31.01.2022,Yes,182,76,61,182,76,61,"0,844","0,844",Yes,"430,00","949,00",5712772114919,"Iron,Polyester (100%)",No,"Black,Grey",180x74xh76cm,28.700,36.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/101401.jpg,https://images.hubsch-interior.com/images/101401.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/101401_cu_aw21_03.jpg,https://images.hubsch-interior.com/images/101401_ps_aw21_01.jpg,https://images.hubsch-interior.com/images/101401_cu_aw21_01.jpg,https://images.hubsch-interior.com/images/101401_cu_aw21_02.jpg,https://images.hubsch-interior.com/images/101401_cu_aw21_04.jpg,,,,,,https://images.hubsch-interior.com/images/hubsch_aw22_095.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_111.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_101.jpg,,,,,,,,,,,0
101410,"Wave Pouf Grey","Fabric furniture,General,Textiles,TextilesFilled","Seating - Poufs",2,1,China,,"31.01.2022 23:05",Active,45,45,31.01.2022,No,74,42,44,74,42,44,"0,137","0,137",Yes,"94,00","230,00",5712772115336,"Polyester (100%)",No,Grey,72x40xh42cm,7.000,8.880,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/101410.jpg,https://images.hubsch-interior.com/images/101410.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw21_123.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_052.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_127.jpg,,,,,,,,,,,0
101411,"Mellow Bench Rust","Chairs,Fabric furniture,General,Sofas,Textiles,TextilesFilled","Seating - Benches",2,1,China,,"31.01.2022 23:05",Active,62,164,31.01.2022,No,103,41,43,103,41,43,"0,182","0,182",Yes,"160,00","380,00",5712772115398,"Polyester (100%)",No,Orange,100x38xh40cm,9.400,11.500,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/101411.jpg,https://images.hubsch-interior.com/images/101411.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/101411_cu_aw21_01.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw21_072.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_151.jpg,,,,,,,,,,,,0
101501,"Sculpture Pouf Grey","Chairs,Fabric furniture,General,TextilesFilled",,2,1,China,,"31.01.2022 23:05",Active,0,261,04.02.2022,No,47,47,50,47,47,50,"0,110","0,110",Yes,"97,00","230,00",5712772119532,"Polyester (100%)",No,Grey,45x45xh47cm,6.500,8.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/101501.jpg,https://images.hubsch-interior.com/images/101501.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/101501_ps_ss22_01.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw22_109.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_016.jpg,,,,,,,,,,,,0
123456,"First Glass","General,Kitchen","Kitchen accessories - Glass Storage,Kitchen accessories - Glass Storage",24,24,Italy,,"31.01.2022 23:05",Active,8074,8074,31.01.2022,,0,0,0,0,0,0,"0,000","0,000",,"2,20","6,00",5712772012802,Glass,No,Clear,ø9xh9cm,320,350,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/123456.jpg,https://images.hubsch-interior.com/images/123456.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw22_138.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_045.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_058.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_009.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_102.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_115.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_116.jpg,,,,,,,9
130202,"Loft Frame Copper","General,Glass","Wall decoration - Frames",6,18,China,"150208,150209","31.01.2022 23:05","To be discontinued",6,6,31.01.2022,,0,0,0,0,0,0,"0,000","0,000",,"17,50","49,00",5712772053140,Copper,No,Copper,31xh41cm,1.000,1.100,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/130202.jpg,https://images.hubsch-interior.com/images/130202.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
130215,"Cushion w/handle/pattern, black/white","General,Textiles,TextilesFilled","Textiles - Cushions",4,10,China,130214,"31.01.2022 23:05","To be discontinued",17,17,31.01.2022,,0,0,0,0,0,0,"0,000","0,000",,"8,70","24,00",5712772053539,Cotton,No,"Black,White",45x45xh10cm,1.000,1.100,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/130215.jpg,https://images.hubsch-interior.com/images/130215.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130216,"Cushion w/handle/pattern/filler, grey","General,Textiles,TextilesFilled","Textiles - Cushions",4,10,China,130217,"31.01.2022 23:05","To be discontinued",49,49,31.01.2022,,0,0,0,0,0,0,"0,000","0,000",,"14,50","41,00",5712772053546,,No,Grey,60x60cm,400,440,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/130216.jpg,https://images.hubsch-interior.com/images/130216.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
130217,"Braid Cushion","General,Textiles,TextilesFilled","Textiles - Cushions",4,10,China,130216,"31.01.2022 23:05","To be discontinued",21,21,31.01.2022,,0,0,0,0,0,0,"0,000","0,000",,"14,50","41,00",5712772053553,,No,Black,60x60cm,400,440,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/130217.jpg,https://images.hubsch-interior.com/images/130217.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
130502,"Time Clock Brass/White","General,Clocks","Wall decoration - Clocks",4,4,China,,"31.01.2022 23:05","To be discontinued",124,124,31.01.2022,Yes,0,0,0,0,0,0,"0,000","0,000",,"23,50","66,00",5712772061176,Brass,No,"Brass,White",ø30x5cm,780,860,0,,Yes,,0,0,0,,,AA,https://images.hubsch-interior.com/images/130502.jpg,https://images.hubsch-interior.com/images/130502.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss21_057.jpg,https://images.hubsch-interior.com/images/hubsch_ss19_380.jpg,https://images.hubsch-interior.com/images/hubsch_aw19_77.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_065.jpg,,,,,,,,,,30
130503,"Time Clock Metal/White","General,Clocks","Wall decoration - Clocks",4,4,China,,"31.01.2022 23:05","To be discontinued",522,522,31.01.2022,Yes,0,0,0,0,0,0,"0,000","0,000",,"29,50","83,00",5712772061183,Metal,No,White,ø40x5cm,1.580,1.738,0,,Yes,,0,0,0,,,AA,https://images.hubsch-interior.com/images/130503.jpg,https://images.hubsch-interior.com/images/130503.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_474.jpg,https://images.hubsch-interior.com/images/hubsch_ss19_367.jpg,,,,,,,,,,,,40
130504,"Time Clock Brass/Black","General,Clocks","Wall decoration - Clocks",4,4,China,530603,"31.01.2022 23:05","To be discontinued",185,185,31.01.2022,Yes,0,0,0,0,0,0,"0,000","0,000",,"23,50","66,00",5712772061190,Brass,No,"Black,Brass",ø28x5cm,840,925,0,,Yes,,0,0,0,,,AA,https://images.hubsch-interior.com/images/130504.jpg,https://images.hubsch-interior.com/images/130504.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
140304,"Pot w/leather strap, double, ceramics, white",General,"Pottery & Watering cans - Hanging pots",6,6,China,"140302,140303","31.01.2022 23:05","To be discontinued",624,624,31.01.2022,,44,30,33,27,13,14,"0,044","0,007",,"23,50","66,00",5712772055625,"Ceramics,Copper,Leather",No,White,ø12xh60cm,990,1.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/140304.jpg,https://images.hubsch-interior.com/images/140304.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
141501,"String Bench",General,"Garden Furniture,News",2,1,China,,"31.01.2022 23:05",Active,0,992,19.05.2022,,0,0,0,0,0,0,"0,000","0,000",,"260,00","620,00",5712772124819,,No,Black,"121x87xh88 cm",0,0,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/141501.jpg,https://images.hubsch-interior.com/images/141501.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw22_149.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_029.jpg,,,,,,,,,,,,0
141502,"String Lounge Chair",General,"Garden Furniture,News",2,1,China,,"31.01.2022 23:05",Active,0,988,19.05.2022,,0,0,0,0,0,0,"0,000","0,000",,"105,00","250,00",5712772124840,,No,Black,71x87xh88cm,0,0,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/141502.jpg,https://images.hubsch-interior.com/images/141502.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw22_026.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_148.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_027.jpg,,,,,,,,,,,0
141503,"String Footrest",General,"Garden Furniture,News",2,1,China,,"31.01.2022 23:05",Active,0,996,19.05.2022,,0,0,0,0,0,0,"0,000","0,000",,"41,50","110,00",5712772124871,,No,Black,64x76xh50cm,0,0,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/141503.jpg,https://images.hubsch-interior.com/images/141503.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw22_026.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_148.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_027.jpg,,,,,,,,,,,0
141504,"String Side table",General,"Garden Furniture,News",2,1,China,,"31.01.2022 23:05",Active,0,998,19.05.2022,,0,0,0,0,0,0,"0,000","0,000",,"71,00","180,00",5712772124901,,No,Black,,0,0,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/141504.jpg,https://images.hubsch-interior.com/images/141504.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150201,"View Glass Boxes Cube (set of 3)","General,Sets","Storage - Boxes",4,4,China,"150202,150207","31.01.2022 23:05",Active,79,79,31.01.2022,No,44,22,45,21,21,21,"0,044","0,011",Yes,"45,50","120,00",5712772051085,"Glass,Iron",No,"Brass,Clear","8x8xh8, 12x12xh12, 16x16xh16cm",3.190,3.509,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/150201.jpg,https://images.hubsch-interior.com/images/150201.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
150202,"View Glass Boxes Square (set of 2)","General,Sets","Storage - Boxes",4,4,China,"150201,150203,150601,310203","31.01.2022 23:05","To be discontinued",23,23,31.01.2022,No,62,32,36,30,30,17,"0,071","0,018",Yes,"47,00","120,00",5712772051092,"Glass,Iron",No,"Brass,Clear","21x21xh9, 25x25xh12cm",1.595,1.755,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/150202.jpg,https://images.hubsch-interior.com/images/150202.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_288.jpg,,,,,,,,,,,,,0
150203,"View Glass Boxes Low (set of 2)","General,Sets","Storage - Boxes",4,4,China,"150202,150601,649032","31.01.2022 23:05",Active,391,391,31.01.2022,No,52,42,30,41,25,14,"0,066","0,016",Yes,"48,50","130,00",5712772051108,"Glass,Iron",No,"Brass,Clear","36x21xh9, 32x17xh6cm",3.190,3.509,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/150203.jpg,https://images.hubsch-interior.com/images/150203.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
150204,"Loft Frame Double Brass",General,"Wall decoration - Frames,Wall decoration - Brass coloured frames",12,12,China,"150210,150211","31.01.2022 23:05",Active,1223,1223,31.01.2022,No,44,27,43,25,6,20,"0,051","0,004",Yes,"13,00","36,00",5712772051115,"Brass,Glass",No,Brass,21xh15cm,940,1.034,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/150204.jpg,https://images.hubsch-interior.com/images/150204.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
150208,"Loft Frame Chained Large Brass",General,"Wall decoration - Frames,Wall decoration - Brass coloured frames",6,6,China,"130202,150209,407016","31.01.2022 23:05","To be discontinued",2,2,31.01.2022,No,48,36,47,35,7,45,"0,081","0,014",Yes,"16,00","45,00",5712772051160,"Glass,Iron",No,"Brass,Clear",30xh40cm,1.881,2.070,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/150208.jpg,https://images.hubsch-interior.com/images/150208.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
150209,"Loft Frame Chained Small Brass",General,"Wall decoration - Frames,Wall decoration - Brass coloured frames",6,6,China,"130202,150208,407016","31.01.2022 23:05",Active,1064,1064,31.01.2022,No,48,31,37,29,7,35,"0,055","0,009",Yes,"14,50","41,00",5712772051207,"Glass,Iron",No,"Brass,Clear",30xh24cm,1.111,1.223,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/150209.jpg,https://images.hubsch-interior.com/images/150209.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
150210,"Loft Frame Standing Brass",General,"Wall decoration - Frames,Wall decoration - Brass coloured frames",8,8,China,"150204,150211","31.01.2022 23:05","To be discontinued",1094,1094,31.01.2022,No,30,24,39,23,6,18,"0,028","0,004",Yes,"13,00","36,00",5712772051214,"Glass,Iron",No,"Brass,Clear",13xh18cm,400,440,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/150210.jpg,https://images.hubsch-interior.com/images/150210.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_462.jpg,,,,,,,,,,,,,0
150702,"Glass box, brass/glass, red, s/3","General,Sets","Storage - Boxes",2,2,China,150701,"31.01.2022 23:05","To be discontinued",59,59,31.01.2022,No,42,33,32,32,20,29,"0,044","0,022",Yes,"46,50","120,00",5712772066171,"Brass,Glass",No,"Brass,Red","24x24xh6, 27x9xh7, 27x9xh7cm",3.098,3.408,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/150702.jpg,https://images.hubsch-interior.com/images/150702.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
151101,"Tint Jewellery Box",General,"Storage - Boxes",6,6,China,,"31.01.2022 23:05","To be discontinued",204,204,31.01.2022,No,59,42,25,40,23,9,"0,062","0,010",No,"20,50","57,00",5712772073063,"Glass,Iron",No,"Brass,Brown",35x19xh5cm,1.000,1.100,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/151101.jpg,https://images.hubsch-interior.com/images/151101.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
151102,"Ripple Glass Boxes Clear (set of 2)","General,Sets","Storage - Boxes",4,4,China,,"31.01.2022 23:05",Active,1002,1002,31.01.2022,No,40,32,28,26,19,15,"0,036","0,009",Yes,"25,00","70,00",5712772073070,"Glass,Iron",No,"Brass,Textured","15x10xh7, 21x14xh9cm",1.681,1.850,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/151102.jpg,https://images.hubsch-interior.com/images/151102.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss21_049.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_145.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_130.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_103.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_064.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_146.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_057.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_163.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_048.jpg,,,,,0
151103,"Ripple Glass Boxes Frost (set of 2)","General,Sets","Storage - Boxes",4,4,China,,"31.01.2022 23:05","To be discontinued",249,249,31.01.2022,No,44,30,37,35,21,14,"0,049","0,012",Yes,"26,50","74,00",5712772073087,"Glass,Iron",No,"Brass,Textured","25x12xh7, 30x16xh9cm",1.000,1.100,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/151103.jpg,https://images.hubsch-interior.com/images/151103.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss20_156.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_025.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_041.jpg,,,,,,,,,,,0
151104,"Ripple Glass Boxes Matte (set of 3)","General,Sets","Storage - Boxes",2,2,China,,"31.01.2022 23:05",Active,440,440,31.01.2022,No,45,32,38,43,30,18,"0,055","0,027",Yes,"69,00","180,00",5712772073049,"Glass,Nickel",No,"Frosted,Nickel","25x16xh6, 32x20xh9, 38x24xh13cm",5.700,6.300,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/151104.jpg,https://images.hubsch-interior.com/images/151104.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw21_052.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_133.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_178.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_130.jpg,https://images.hubsch-interior.com/images/hubsch_ss20_96.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_060.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_011.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_125.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_066.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_043.jpg,,,,0
151105,"Ecru Glass Jewellery Box",General,"Storage - Boxes",6,6,China,,"31.01.2022 23:05",Active,862,862,31.01.2022,No,47,32,20,31,18,8,"0,030","0,005",Yes,"22,00","62,00",5712772073056,"Canvas,Glass,Iron",No,"Beige,Brass,Clear",26x13xh3cm,650,715,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/151105.jpg,https://images.hubsch-interior.com/images/151105.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss20_129.jpg,,,,,,,,,,,,,0
151106,"View Wall Mirror Round",General,"Mirrors - Wall mirrors",6,6,China,,"31.01.2022 23:05",Active,123,123,31.01.2022,No,46,46,32,44,44,5,"0,068","0,011",Yes,"16,00","45,00",5712772073094,Iron,No,Brass,ø40cm,1.000,1.100,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/151106.jpg,https://images.hubsch-interior.com/images/151106.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss20_103.jpg,,,,,,,,,,,,,40
151107,"View Wall Mirror Oval",General,"Mirrors - Wall mirrors",6,6,China,,"31.01.2022 23:05","To be discontinued",238,238,31.01.2022,No,49,32,32,47,30,6,"0,050","0,008",Yes,"19,00","53,00",5712772073100,Iron,No,Brass,26xh43cm,974,1.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/151107.jpg,https://images.hubsch-interior.com/images/151107.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss20_131.jpg,,,,,,,,,,,,,0
151108,"View Table Mirror",General,"Mirrors - Table mirrors",6,6,China,,"31.01.2022 23:05",Active,673,673,31.01.2022,No,30,21,6,32,23,32,"0,004","0,001",Yes,"14,50","41,00",5712772073124,Iron,No,Brass,25x16cm,363,400,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/151108.jpg,https://images.hubsch-interior.com/images/151108.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss20_129.jpg,,,,,,,,,,,,,0
151109,"Tint Display Box",General,"Storage - Boxes",4,4,China,,"31.01.2022 23:05","To be discontinued",86,86,31.01.2022,No,33,40,36,31,19,17,"0,048","0,012",Yes,"22,00","62,00",5712772073131,"Glass,Iron",No,"Brass,Brown",26x14xh12cm,1.000,1.100,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/151109.jpg,https://images.hubsch-interior.com/images/151109.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
151201,"Tint Glass Boxes Small (set of 2)","General,Sets","Storage - Boxes",4,4,China,,"31.01.2022 23:05","To be discontinued",90,90,31.01.2022,No,62,32,36,30,30,17,"0,071","0,018",Yes,"48,50","130,00",5712772101681,"Glass,Iron",No,"Brass,Brown","21x21xh9, 25x25xh12cm",400,440,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/151201.jpg,https://images.hubsch-interior.com/images/151201.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/151201_ps_04.jpg,https://images.hubsch-interior.com/images/151201_ps_03.jpg,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss21_039.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_041.jpg,,,,,,,,,,,,0
151202,"Tint Glass Boxes Large (set of 2)","General,Sets","Storage - Boxes",4,4,China,,"31.01.2022 23:05","To be discontinued",120,120,31.01.2022,No,52,42,30,41,25,14,"0,066","0,016",Yes,"52,00","140,00",5712772101711,"Glass,Iron",No,"Brass,Brown","36x20xh9, 32x17xh6cm",400,440,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/151202.jpg,https://images.hubsch-interior.com/images/151202.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/151202_ps_03.jpg,https://images.hubsch-interior.com/images/151202_ps_04.jpg,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_aw21_064.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_123.jpg,https://images.hubsch-interior.com/images/hubsch_aw20_117.jpg,https://images.hubsch-interior.com/images/hubsch_ss21_039.jpg,https://images.hubsch-interior.com/images/hubsch_aw22_146.jpg,https://images.hubsch-interior.com/images/hubsch_aw21_014.jpg,,,,,,,,0
151203,"Ecru Glass Boxes (set of 3)","General,Sets","Storage - Boxes",2,2,China,,"31.01.2022 23:05",Active,145,145,31.01.2022,No,42,33,32,32,20,29,"0,044","0,022",Yes,"47,00","120,00",5712772101742,"Canvas,Glass,Iron",No,"Beige,Brass,Clear","24x24xh6, 27x9xh7cm",400,440,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/151203.jpg,https://images.hubsch-interior.com/images/151203.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/151203_ps_04.jpg,https://images.hubsch-interior.com/images/151203_ps_05.jpg,,,,,,,,,,,,,,,,,,,,,,0
151301,"Ripple Lanterns Brass (set of 2)","General,Sets","Candlesticks & lanterns - Lanterns",4,4,China,,"31.01.2022 23:05",Active,298,298,31.01.2022,No,56,27,58,55,6,55,"0,088","0,022",Yes,"47,00","120,00",5712772107621,"Glass,Iron",No,"Brass,Clear","25x25xh31, 20x20xh28cm",2.000,3.000,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/151301.jpg,https://images.hubsch-interior.com/images/151301.jpg,,,,,,,,,,https://images.hubsch-interior.com/images/151301_cu_ss21_02.jpg,https://images.hubsch-interior.com/images/151301_ps_ss21_02.jpg,https://images.hubsch-interior.com/images/151301_cu_ss21_01.jpg,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss21_008.jpg,,,,,,,,,,,,,0
160603,"Paperweight, glass, white",General,"Workspace - Bookends,Workspace - Stationery",12,12,China,"160504,160505,160506,160606,160702","31.01.2022 23:05","To be discontinued",12,12,31.01.2022,No,33,22,23,10,10,10,"0,017","0,001",Yes,"7,10","20,00",5712772063651,"Glass,Paper",No,White,ø9cm,875,963,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/160603.jpg,https://images.hubsch-interior.com/images/160603.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_298.jpg,https://images.hubsch-interior.com/images/hubsch_ss19_490.jpg,https://images.hubsch-interior.com/images/hubsch_ss19_501.jpg,,,,,,,,,,,9
160604,"Paperweight, glass, brown",General,"Workspace - Bookends,Workspace - Stationery",12,12,China,"160504,160505,160506,160606,160702","31.01.2022 23:05","To be discontinued",204,204,31.01.2022,No,33,22,23,10,10,10,"0,017","0,001",Yes,"9,60","27,00",5712772063668,"Glass,Paper",No,Brown,ø9cm,875,963,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/160604.jpg,https://images.hubsch-interior.com/images/160604.jpg,,,,,,,,,,,,,,,,,,,,https://images.hubsch-interior.com/images/hubsch_ss19_291.jpg,https://images.hubsch-interior.com/images/hubsch_ss19_473.jpg,,,,,,,,,,,,9
160605,"Paperweight, glass, blue",General,"Workspace - Bookends,Workspace - Stationery",12,12,China,"160504,160505,160506,160606,160706","31.01.2022 23:05","To be discontinued",623,623,31.01.2022,No,27,18,24,8,8,10,"0,012","0,001",Yes,"9,60","27,00",5712772063675,"Glass,Paper",No,"Black,Blue",ø7xh10cm,600,660,0,,,,0,0,0,,,,https://images.hubsch-interior.com/images/160605.jpg,https://images.hubsch-interior.com/images/160605.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
